,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,operatingCashFlowPerShare,cashPerShare,Operating Cash Flow per Share,Cash per Share,Shareholders Equity per Share,Income Quality,Tangible Asset Value,Net Current Asset Value,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2019 PRICE VAR [%]
SWX,2880013000.0,0.13,606645000.0,889311.8300000001,249212000.0,357433000.0,243961000.0,182277000.0,182277000.0,3.69,3.68,49431933.0,49419000.0,0.2106,0.1183,589844000.0,340632000.0,181652000.0,0.0847,0.0633,85361000.0,85361000.0,839769000.0,5093238000.0,7357729000.0,938645000.0,5106139000.0,944285000.0,2252042000.0,340482000.0,504592000.0,249212000.0,528856000.0,-765914000.0,-999483000.0,512574000.0,41739000.0,-237058000.0,0.39142689272736,0.895,0.53192314453281,0.090940664468463,10.7015,1.7273,10.7015,1.7273,45.5704,2.9014,6998684000.0,-4266370000.0,-15.4984,0.0212,0.0108,0.0417,-0.0597,-0.0866,-0.0891,0.0309,0.4295,0.1797,0.0,Utilities,1,5.3986880549021485
SSRM,420675000.0,-0.0626,76845000.0,32941000.0,46950000.0,29895000.0,14500000.0,6379000.0,6379000.0,0.05,0.05,119842112.0,119842112.0,0.1827,0.1144,148609000.0,48130000.0,-31000.0,0.0345,0.0152,419212000.0,448754000.0,733119000.0,701175000.0,1521138000.0,83254000.0,515162000.0,-133314000.0,974147000.0,275657000.0,4788000.0,100479000.0,59769000.0,-150542000.0,-115930000.0,20516000.0,-40652000.0,-90773000.0,0.27655281769307,8.806000000000003,5.9047613327888,5.0353376414346,0.4987,3.498,0.4987,3.498,8.1286,9.225167999999993,1471352000.0,217957000.0,-1.2562,-0.3215,-0.5515,-0.705,-0.908,-0.9138,-0.9123,0.0056,-0.5870000000000001,-0.0106,0.6221,Basic Materials,1,59.966779816481065
MTW,1846800000.0,0.1679,328100000.0,251600000.0,347400000.0,-19300000.0,-71900000.0,-67100000.0,-67100000.0,-1.89,-1.89,35585949.0,35585949.0,0.1777,-0.0178,3600000.0,-32800000.0,-67100000.0,-0.0389,-0.0363,140300000.0,159700000.0,842900000.0,288900000.0,1541900000.0,496600000.0,940600000.0,189600000.0,601300000.0,58300000.0,65000000.0,36400000.0,-109545969.99999999,-18700000.0,313054999.9999998,-1300000.0,17300000.0,-357533140.0,1.197743044296,1.6969999999999998,0.66753926701571,0.28252114377769,-4.72243,3.9426,-4.72243,3.9426,16.8971,7.6453,1191000000.0,-97700000.0,-0.5255,0.1639,-3.7519920000000004,-3.2976,-5.416384000000001,-5.0,-5.0,0.0,-0.5789,-0.041,0.0257,Industrials,1,15.283265139548053
WUBA,1901275687.4096,0.2493,1693201157.7424,1101390882.7786,1347808827.7858,345392329.9566,351505354.5586,308132706.2229,289000723.589,1.9595,1.9276,42541987.1201,42677643.7048,0.8906,0.1837,409039797.3951,349258031.8379,308112590.4486,0.1849,0.1621,463021418.2344,1126930246.0202,1377414471.78,192438784.3705,4606489869.754001,1054254413.8929,1095468162.0839,63605499.2764,3186769319.8263,124299421.1289,808183212.7351,59781765.5572,549867004.3415,-26299276.411,-446738784.3705,6790159.1896,114203473.2272,523567727.9305,0.41273849311887,0.1891,1.1948734217005,0.43919324608248,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,195.0318499999994,1.9026,2149503617.945,281946309.6961,-8.5115,0.2252,0.5074,0.272,0.4879,0.4699,0.4659,-0.0283,0.3087,0.0782,0.2189,Technology,1,17.648133075941807
IRS,1144913494.8097,-0.2953,465709342.5606,295224913.4948,275086505.1903,190622837.3702,732560553.6332,736851211.0727,736851211.0727,8.789599999999982,8.56,20023406.9204,20023406.9204,0.4068,0.6686149999999997,1461211072.6644,1461211072.6644,736851211.0727,0.5995579999999999,0.5108659999999998,1291245674.7405,2328235294.1177,3322422145.3287,6414498269.8962,11618442906.5744,1617854671.2803,9039169550.173,1596000000.0,1294844290.6574,361292263.4615384,106159169.5502,0.0,496159169.5502,-173529411.7647,-400449826.9896,-133806228.3737,-38096885.8131,322629757.7855,0.098542765499311,0.0711,1.9329070065874,0.7981221661391,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,195.0318499999994,0.6734,11192941176.4706,-5716747404.8443,-21.367266,-0.2944,0.5125,-0.1047,1.3463,1.8474,1.8494,0.0,-0.0896,-0.1648,-0.22913099999999997,Real Estate,0,-47.296267966646525
MIC,1761533000.0,0.0556,870629000.0,328464000.0,638518000.0,232111000.0,185972000.0,136521000.0,136521000.0,1.6,1.6,85640118.0,85233989.0,0.4942,0.1695,560571000.0,298598000.0,94248000.0,0.1056,0.0775,612000000.0,612000000.0,1420000000.0,3141000000.0,7444000000.0,838000000.0,4327000000.0,1485000000.0,2965000000.0,684000000.0,436000000.0,261973000.0,519428000.0,-177156000.0,313054999.9999998,-420257000.0,556660000.0,342272000.0,0.23663796346051,1.695,0.8436754176611,0.7303102625298299,6.0941,7.1802,6.0941,7.1802,34.7866,3.8047,4612000000.0,-2907000000.0,-2.0785,-0.0335,-0.0327,-0.1729,-0.6974,-0.7048,-0.6881,-0.0639,-0.0182,-0.0705,0.0711,Industrials,1,25.93353592894949
TSEM,1304034000.0,-0.06,292947000.0,64951000.0,138004000.0,154943000.0,141517000.0,135579000.0,135579000.0,1.038,1.015,98457717.0,100399000.0,0.2246,0.1186,369092000.0,154701000.0,133379000.0,0.1085,0.104,505170000.0,641020000.0,987959000.0,657234000.0,1789977000.0,203721000.0,553772000.0,-637446000.0,1242966000.0,22752000.0,88578000.0,214391000.0,312897000.0,-169741000.0,-328217000.0,-48135000.0,-60870000.0,143156000.0,0.72851997539633,4.85,3.8995930709156,2.4797149042072,2.3973,3.8705,2.3973,3.8705,9.5233,2.3079,1769542000.0,434187000.0,-1.3005,-0.1732,-0.2756,-0.2952,-0.5451,-0.5618,-0.545,-0.0324,-0.1202,0.0695,-0.0277,Technology,1,61.80228413658643
DNLI,129160000.0,0.0,129160000.0,32349000.0,175532000.0,-46372000.0,-36240000.0,-36240000.0,-36240000.0,-0.39,-0.39,94957092.0,92621991.0,1.0,-0.2806,-28825000.0,-36240000.0,-36240000.0,-0.2806,-0.2806,77123000.0,464297000.0,480836000.0,25162000.0,661984000.0,32786000.0,115139000.0,-227937000.0,546845000.0,16539000.0,30895000.0,7415000.0,50116000.0,-3393000.0,-287422000.0,97019000.0,-140287000.0,46723000.0,0.19511045584183,13.725087322497926,12.35711234808195,2.3523150125053,0.5411,0.8327,0.5411,0.8327,5.9041,-1.3829,661984000.0,365697000.0,-0.0366,0.0,0.589,0.4856,0.589,0.9338,0.9338,1.221537,1.654,0.3601,0.8115089999999999,Healthcare,0,-9.881013217541252
CHRW,16631172000.0,0.1185,2705235000.0,1793152000.0,1793152000.0,912083000.0,880273000.0,664505000.0,664505000.0,4.78,4.73,137504393.0,139010000.0,0.1627,0.0548,1008812000.0,912083000.0,664505000.0,0.0529,0.04,378615000.0,378615000.0,2753074000.0,228301000.0,4427412000.0,1433323000.0,2832325000.0,3845593000.0,1595087000.0,212021000.0,365216000.0,96729000.0,792896000.0,-63871000.0,-72808000.0,-655177000.0,44725000.0,729025000.0,2.3540755773219577,1.921,1.7728404553614,0.26415190435094,5.7039,2.7237,5.7039,2.7237,11.4746,1.1932,3059668000.0,-79251000.0,-0.4595,0.1424,0.1767,0.1767,0.3161,0.3315,0.3249,-0.0069,1.0648,0.0452,0.1257,Industrials,0,-3.4346281629805557
SPPI,109333000.0,-0.1483,82577000.0,90700000.0,213754000.0,-131177000.0,-120010000.0,-120011000.0,-120011000.0,-1.16,-1.16,106913392.0,103305911.0,0.7553,-1.0945,-91261000.0,-119670000.0,-120011000.0,-1.0977,-1.0977,157480000.0,203988000.0,250688000.0,385000.0,390886000.0,86474000.0,107624000.0,-599886000.0,283262000.0,13129000.0,17014000.0,28409000.0,-62403000.0,-107000.0,1373000.0,-8457000.0,-69843000.0,-62510000.0,0.27970559191171,2.899,2.7471725605384,1.8211254249832,-0.6041,1.5244,-0.6041,1.5244,2.742,0.52,390886000.0,143064000.0,-0.001,0.0176,-0.1822,-0.3571,-0.3152,-0.0841,-0.0841,0.2137,-0.606,-0.1981,0.0763,Healthcare,0,-60.56337718926643
TTD,477294000.0,0.5486,477294000.0,171981000.0,369971000.0,107323000.0,105737000.0,88140000.0,88140000.0,2.08,1.92,43242120.0,42442000.0,1.0,0.2248,119109000.0,107287000.0,88140000.0,0.2215,0.1847,207232000.0,207232000.0,1056523000.0,33046000.0,1117872000.0,713991000.0,723305000.0,124120000.0,394567000.0,14527000.0,44844000.0,11822000.0,86603000.0,-25191000.0,-25191000.0,-10130000.0,51282000.0,61412000.0,0.42696659367083,1.48,1.4593965470153,0.29024455490335,2.0405,4.8827,2.0405,4.8827,9.2966,0.9826,1117872000.0,333218000.0,-0.5935,0.5486,0.6401,0.5474,0.7351,0.6508,0.6696,0.0394,1.7736,0.4023,0.4353,Technology,1,123.6397990610906
ASML,12579310344.8276,0.1691,5780689655.1724,560919540.2299,2372298850.5747,3408390804.5977,3382988505.7471,2978850574.7126,2978850574.7126,7.0115,6.9885,491257002.2989,488390804.5977,0.4595,0.2715,3901379310.3448,3415517241.3793,2978850574.7126,0.2689,0.2368,3587471264.3678,4637241379.3103,12105057471.2644,1985172413.7931,23145862068.9655,4358505747.1264,9765402298.8506,10572321839.0805,13380459770.1149,745620689.6552,3250459770.1149,485862068.9655,3531839080.4598,-659847126.4368,-564942528.7356,-1981954022.9885,933075000.0000002,2871991954.023,0.5434798802199,3.192,1.6927661594451002,0.8230966006487501,6.2916,6.3907,6.2916,6.3907,23.8359,1.1856,16657241379.3103,764520400.0000002,-1.1755,0.1978,0.1742,0.2113,0.2006,0.2143,0.2153,-0.0541,0.618,0.06,0.1216,Technology,1,92.3893098467232
IDXX,2213242000.0,0.124,1241542000.0,632344000.0,750207000.0,491335000.0,457726000.0,377031000.0,377031000.0,4.34,4.26,86233649.0,86864000.0,0.561,0.2225,575648000.0,492470000.0,377047000.0,0.2068,0.1704,123794000.0,123794000.0,654172000.0,437270000.0,1537349000.0,770444000.0,1546582000.0,1167928000.0,-9513000.0,108220000.0,301973000.0,83178000.0,400084000.0,-115751000.0,138602000.0,-597799000.0,-63881000.0,284333000.0,1.4396483817272,0.8490000000000001,0.48368083858139,0.16067877743223,4.6059,1.4251,4.6059,1.4251,-0.1095,1.0611,1281035000.0,-892410000.0,-1.3326,0.1314,0.1777,0.1896,0.4328,0.4467,0.449,-0.0122,0.0718,-0.1028,0.0994,Healthcare,1,43.116296872834816
ONCS,0.0,0.0,0.0,18689839.0,36606412.0,-36606412.0,-39135686.0,-39136366.0,-39136366.0,-6.0356000000000005,-6.034400000000001,5234461.0,4012337.0,0.0,0.0,-38801192.0,-39135686.0,-39136366.0,0.0,0.0,3803627.0,26978074.0,28621823.0,1265662.0,30246472.0,5849636.0,7322266.0,-134080821.0,22924206.0,1643749.0,1070744.0,334494.0,-23221926.0,-65156.0,-23289851.0,38883132.0,-7641049.0,-23287082.0,0.0,4.893,4.6119235453283,0.65023310852162,-4.72243,0.948,-4.72243,0.948,5.7134,0.5934,30246472.0,21299557.0,-0.0162,0.0,-0.8246,-0.7067,-0.8246,0.0802,0.0802,0.9873,-0.3392,0.9856,0.8115089999999999,Healthcare,0,-72.5757580464646
SRPT,301034000.0,0.9474,266841000.0,207761000.0,610469000.0,-179996704.444436,-226262560.0,-221511580.0,-222508520.0,-5.46,-5.46,66823624.0,66250000.0,0.8864,-1.1415,-122512180.0,-168192723.08,-221183420.0,-1.2045,-1.2022,370829000.0,1173912000.0,1426183000.0,97024000.0,1642075000.0,173690000.0,609799000.0,-1578926000.0,1032276000.0,77782000.0,139861000.0,12245000.0,-109545969.99999999,-61157000.0,-370488000.0,530150000.0,-228998000.0,-357533140.0,0.18332536577197,8.211,7.0410271172779,2.1350048937763,-4.72243,5.5974,-4.72243,5.5974,15.5815,1.0739,1630501000.0,764520400.0000002,-0.9231,0.8124,-3.7519920000000004,-1.0021,-5.416384000000001,-5.0,-5.0,0.1264,-0.6753,0.2554,0.6935,Healthcare,1,20.03720305686773
LTM,9895456000.0,0.0293,1932613000.0,1340470000.0,1340470000.0,592143000.0,265717000.0,181935000.0,181935000.0,0.3,0.3,606407693.0,606407693.0,0.1953,0.0629,621986000.0,621986000.0,213247000.0,0.0269,0.0184,1081642000.0,1786603000.0,3306362000.0,9953365000.0,17566777000.0,5568752000.0,13820001000.0,597675000.0,3666836000.0,69159000.0,1979622000.0,0.0,1516930000.0,-436954000.0,-358370000.0,-1052209000.0,-60362000.0,1079976000.0,0.56330515267542,0.594,0.5310879349628099,0.19423418388896,2.5015,1.7837,2.5015,1.7837,6.0468,8.3378,13831633000.0,-10513639000.0,-0.7206,-0.1102,-0.1386,0.1099,0.1715,0.1719,0.1719,0.0,-0.0899,-0.0655,-0.1819,Industrials,0,-2.1520693808490683
SGEN,654700000.0,0.3576,566407000.0,261096000.0,826405000.0,-179996704.444436,-226262560.0,-221511580.0,-222508520.0,-1.41,-1.41,160145888.0,157655000.0,0.8651,-0.3763,-122512180.0,-168192723.08,-221183420.0,-0.3763,-0.3401,78186000.0,410672000.0,653595000.0,103820000.0,1503329000.0,225072000.0,229386000.0,-1324588000.0,1273943000.0,43403000.0,180893000.0,26032000.0,-109545969.99999999,-21219000.0,-592630000.0,713407000.0,-82759000.0,-224755000.0,0.43550014667448,2.904,2.4745548091277003,0.3473821710386,-1.291,0.4959,-1.291,0.4959,8.0806,0.914,1228658000.0,424209000.0,-0.1346,0.32299999999999995,-0.5504,-0.3279,-0.774,-0.6023,-0.6023,0.1011,-0.7118,0.7123,0.5613,Healthcare,1,98.74760619293423
CNK,3221735000.0,0.0769,1269620000.0,549033000.0,881269000.0,388351000.0,309256000.0,213827000.0,213827000.0,1.83,1.83,116823486.0,116054000.0,0.3941,0.1363,696800000.0,438974000.0,215305000.0,0.096,0.0664,426222000.0,426222000.0,559030000.0,1833133000.0,4481838000.0,474689000.0,3025721000.0,686459000.0,1443738000.0,18405000.0,12752000.0,257826000.0,556915000.0,-342153000.0,-451370000.0,-192648000.0,-96325000.0,214762000.0,0.71884235887152,1.178,1.0982053512932,0.89789736016634,4.7988,3.6726,4.7988,3.6726,12.4402,2.6045,2874604000.0,-2466691000.0,-2.9482,0.0801,-0.0233,-0.01,-0.1906,-0.1903,-0.1903,0.0024,0.0528,0.0024,0.0812,Consumer Cyclical,0,-4.8030323738869285
TCBI,905884000.0,0.1444,905884000.0,434491000.0,525096000.0,380788000.0,380788000.0,300824000.0,291074000.0,5.83,5.79,50181585.0,50181585.0,1.0,0.4203,412810000.0,380788000.0,300824000.0,0.4203,0.3321,3029875000.0,3029875000.0,5642052000.0,23802000.0,28257767000.0,25210937000.0,25757373000.0,1381492000.0,2500394000.0,2612177000.0,15393603099.999842,32022000.0,-109545969.99999999,0.0,-1992746000.0,1498669999.9999878,174474000.0,-357533140.0,0.032057876335381,0.22379382408516,0.12018097542348,0.12018097542348,-4.72243,60.3782,-4.72243,60.3782,49.8269,-2.3352,28196723000.0,-20115321000.0,0.0,0.1444,0.1691,0.1691,0.5539,0.5423,0.5523,0.0,-2.8374390000000007,0.1269,0.1508,Financial Services,1,9.998061977114476
OCN,1063045000.0,-0.1101,1063045000.0,621462000.0,932496000.0,130549000.0,-70243000.0,-70772000.0,-70772000.0,-0.53,-0.53,133912425.0,133703359.0,1.0,0.1927,232000000.0,204798000.0,-70596000.0,-0.0661,-0.0666,397010000.0,398010000.0,2076352000.0,33417000.0,9394216000.0,841932000.0,8839511000.0,3567000.0,554705000.0,1480080000.0,213648000.0,27202000.0,272578000.0,0.0,-344865000.0,166737000.0,94450000.0,280384000.0,0.11315952283831,2.4661754155918,0.70821871600082,0.47154639567091,2.0387,2.9693,2.0387,2.9693,4.1488,-3.8515,9394216000.0,-6763159000.0,0.0,-0.1101,-0.0681,-0.3337,0.4469,0.4752,0.4752,0.0521,-0.3336,0.1179,-0.1768,Financial Services,1,0.7352934086817846
MDB,166028000.0,0.4462,123169000.0,145848000.0,208050000.0,-84881000.0,-82686000.0,-83973000.0,-83973000.0,-3.54,-3.54,50581674.0,23718391.0,0.7419,-0.498,-78975000.0,-82678000.0,-83973000.0,-0.498,-0.5058,61902000.0,278974000.0,347282000.0,59557000.0,432844000.0,112532000.0,185187000.0,-389596000.0,247657000.0,17682000.0,110271000.0,3703000.0,-44881000.0,-2135000.0,-172287000.0,209892000.0,-6985000.0,-47016000.0,0.38357468279565,3.0860000000000003,2.9289446557423995,0.5500835317954,-1.8922,2.6099,-1.8922,2.6099,10.4416,0.5345,429517000.0,162095000.0,-0.09,0.4501,-0.1924,-0.2243,-0.1985,0.3833,0.3833,0.9423,-0.1787,1.23495,0.423,Technology,1,64.61539166230725
DXPE,1216197000.0,0.208,332208000.0,263757000.0,263757000.0,68451000.0,48817000.0,35632000.0,35542000.0,2.02,1.94,17570252.0,17553000.0,0.2732,0.0574,95918000.0,69754000.0,35521000.0,0.0401,0.0293,40519000.0,40519000.0,385590000.0,51330000.0,699962000.0,143277000.0,391708000.0,169735000.0,306848000.0,4938000.0,52463000.0,26164000.0,35840000.0,-6765000.0,-17576000.0,-2921000.0,14940000.0,29075000.0,1.737518608153,2.6910000000000003,1.8553012695687,0.28280184537644,2.0418,2.3084,2.0418,2.3084,17.4812,1.0084,438703000.0,-6118000.0,-0.3854,0.2232,1.0333,1.0439,1.1158,1.0825,1.086,0.0084,1.8571,0.0953,0.1078,Industrials,1,34.94915719759666
NWBI,410011000.0,-0.0273,410011000.0,252131000.0,276098000.0,133913000.0,133913000.0,105491000.0,105491000.0,1.03,1.02,103300768.0,103300768.0,1.0,0.3266,142033000.0,133913000.0,105491000.0,0.3266,0.2573,68789000.0,68789000.0,102222000.0,145888000.0,9607773000.0,8135757000.0,8350135000.0,550374000.0,1257638000.0,33433000.0,8135757000.0,8120000.0,138909000.0,-5233000.0,-281913000.0,134083000.0,-8921000.0,133676000.0,0.042674925812673,0.032711465621782676,0.027727184986305997,0.013486843366270998,1.3447,0.6659,1.3447,0.6659,12.1745,1.3168,9280532000.0,-8247913000.0,-0.0507,-0.0273,-0.0147,-0.0147,0.1167,0.0957,0.1087,0.0098,-0.0849,0.026,-0.017,Financial Services,1,1.4596423449186735
ENS,2581891000.0,0.0907,658404000.0,382077000.0,387558000.0,270846000.0,238087000.0,119594000.0,119594000.0,2.81,2.77,41910079.0,42612036.0,0.255,0.1019,317405000.0,263088000.0,119833000.0,0.0922,0.0463,522118000.0,522118000.0,1539587000.0,390260000.0,2486925000.0,491530000.0,1285814000.0,1320549000.0,1195675000.0,56910000.0,214118000.0,54317000.0,211048000.0,-69369000.0,-72357000.0,-166888000.0,21789000.0,141679000.0,1.0381861133729,3.132,2.1737086240921,1.0622301792363,4.9528,12.2528,4.9528,12.2528,28.0596,1.7647,1986979000.0,253773000.0,-1.6279,0.01,0.1106,0.1423,-0.2535,-0.2385,-0.239,-0.0203,-0.1422,0.0846,0.033,Technology,0,-2.5355748821457817
RP,869480000.0,0.2959,505301000.0,284815000.0,439251000.0,66050000.0,34300000.0,34725000.0,34725000.0,0.4,0.38,93911615.0,87290000.0,0.5812,0.076,166236000.0,66050000.0,34725000.0,0.0394,0.0399,382758000.0,382758000.0,540753000.0,153528000.0,2097773000.0,412232000.0,1034749000.0,-58793000.0,1063024000.0,34399000.0,370787000.0,100186000.0,244807000.0,-50933000.0,-331296000.0,304085000.0,217596000.0,193874000.0,0.41447763890564,1.3119999999999998,1.2283228861418,0.92850142638126,2.8045,4.3849,2.8045,4.3849,12.1781,7.0499,757276000.0,-493996000.0,-0.5835,0.2934,1.2009,1.2009,7.156111,0.0,0.0,0.1108,0.7453,0.3835,0.1238,Technology,1,13.660391117377966
TFX,2448383000.0,0.1407,1384442000.0,878688000.0,1062738000.0,321704000.0,223998000.0,200802000.0,200802000.0,4.39,4.29,45982120.0,45689000.0,0.5655,0.1336,387512000.0,327018000.0,200802000.0,0.0915,0.08199999999999999,357161000.0,357161000.0,1236169000.0,432766000.0,6277991000.0,582456000.0,3738013000.0,2427599000.0,2539978000.0,84944000.0,389122000.0,60494000.0,437378000.0,-80795000.0,-196394000.0,-206433000.0,23603000.0,356583000.0,0.3899946654909199,2.122,1.2420629197742,0.61319825016825,9.5729,7.8172,9.5729,7.8172,55.5928,2.1782,1706360000.0,-2501844000.0,-1.7684,0.1815,-0.1034,-0.1359,0.3165,0.295,0.3119,0.0029,0.0417,0.0156,0.2553,Healthcare,1,49.79257047339689
EQC,197022000.0,-0.40964999999999996,117106000.0,44439000.0,4196870.212765,262956000.0,275969000.0,272813000.0,264825000.0,2.17,2.15,121482673.0,122314000.0,0.5944,0.6686149999999997,349067000.0,302554000.0,272908000.0,0.5995579999999999,0.5108659999999998,2404101000.0,2654101000.0,2455190000.0,1139642000.0,3530772000.0,62368000.0,346774000.0,-1243310000.0,3182801000.0,-72020900.00000004,0.0,46513000.0,89536000.0,0.0,313054999.9999998,-988149000.0,43511000.0,1000685000.0,0.055801394142697,13.725087322497926,12.35711234808195,7.393385346934233,0.732,19.6552,0.732,19.6552,26.0216,0.3381,3530772000.0,764520400.0000002,0.0,-0.412,2.6745,3.6572,7.156111,6.346638000000011,6.252855999999998,-0.0139,-0.1046,-0.1667,-0.0695,Real Estate,1,24.52136067650401
DEI,881316000.0,0.0853,600449000.0,38641000.0,348505000.0,251944000.0,116086000.0,116086000.0,116086000.0,0.68,0.68,169939296.0,169939296.0,0.6813,0.2831,537327000.0,249488000.0,128612000.0,0.1317,0.1317,146227000.0,232227000.0,356797000.0,7783821000.0,8261709000.0,182294000.0,4413279000.0,-935630000.0,2402332000.0,-4635000.0,180764000.0,287839000.0,432982000.0,-247521000.0,-249551000.0,-213849000.0,-30418000.0,185461000.0,0.10667478121052,1.9572613470548,1.9826873073168,0.8021492753464201,2.5479,0.8605,2.5479,0.8605,14.1364,3.7298,8258458000.0,-4056482000.0,-1.4565,0.0838,0.0412,0.0453,0.2292,0.1724,0.1724,0.0538,0.0752,-0.0037,0.0664,Real Estate,1,36.72614452280254
UFS,5455000000.0,0.0596,1152000000.0,443000000.0,766000000.0,386000000.0,340000000.0,283000000.0,283000000.0,4.5,4.48,62901876.0,62900000.0,0.2112,0.0737,710000000.0,402000000.0,283000000.0,0.0623,0.0519,111000000.0,111000000.0,1589000000.0,2605000000.0,4925000000.0,783000000.0,2387000000.0,1023000000.0,2538000000.0,46000000.0,25000000.0,308000000.0,554000000.0,-190000000.0,-196000000.0,-382000000.0,-24000000.0,364000000.0,1.107614213198,2.029,0.99744572158365,0.14176245210728,8.8076,1.7647,8.8076,1.7647,40.3498,1.9576,4328000000.0,-798000000.0,-3.0207,0.1486,2.2681,2.1768,2.0969,2.0949,2.09,0.0064,0.2339,-0.0551,-0.0023,Basic Materials,1,14.410041216383787
MTN,2011553000.0,0.0547,615530000.0,889311.8300000001,208567000.0,406963000.0,318760000.0,379898000.0,379898000.0,8.789599999999982,8.56,40323276.0,40323276.0,0.306,0.1899,586448000.0,381986000.0,401230000.0,0.1585,0.1889,185040000.0,185040000.0,538736000.0,1627219000.0,4064984000.0,593620000.0,2253321000.0,726722000.0,1589434000.0,37279000.0,50632000.0,204462000.0,548486000.0,-140611000.0,-134579000.0,-350715000.0,57378000.0,407875000.0,0.49484893421475,0.908,0.7005643340857801,0.31171456487315,13.6022,4.5889,13.6022,4.5889,39.4173,1.4438,2308726000.0,-1714585000.0,-3.4871,0.0533,0.0016,0.0288,0.8043,0.7537,0.7490000000000001,0.0811,0.1646,-0.0111,0.0,Consumer Cyclical,1,16.618321472159213
SPR,7222000000.0,0.0342,1086100000.0,210400000.0,242900000.0,843200000.0,756800000.0,617000000.0,617000000.0,5.71,5.65,105997678.0,105997678.0,0.1504,0.1159,1067800000.0,836800000.0,617000000.0,0.1048,0.0854,773900000.0,773900000.0,2849300000.0,2167600000.0,5685900000.0,1582100000.0,4447800000.0,2713200000.0,1237600000.0,517700000.0,648100000.0,231000000.0,769900000.0,-271200000.0,-267800000.0,-153500000.0,348600000.0,498700000.0,1.2701595174026998,1.801,0.83370204159029,0.48915997724543,7.2634,7.3011,7.2634,7.3011,11.6757,1.2478,5685900000.0,-1598500000.0,-2.5585,0.3788,0.4513,0.5853,0.7385,0.8783,0.8771,-0.07391600000000001,0.342,0.0794,0.0278,Industrials,1,1.2072151084543092
