,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
AGEN,22573303.0,-0.0904,22573303.0,33125690.0,128097069.0,-105523766.0,-126995175.0,-126995175.0,-127199421.0,-1.46,-1.46,87126180.0,87070189.0,1.0,-4.8588,-104731315.0,-109679102.0,-126995175.0,-5.6259,-5.6259,71448016.0,76436767.0,91312202.0,25633985.0,156985986.0,40851200.0,196112252.0,-905329320.0,-39126266.0,35276687.0,4947787.0,-79960811.0,-12519738.0,17596161.0,-2461040.0,-65254857.0,-92480549.0,16.0564,0.14379183502405,2.235,2.1489892340984,1.7489820617265002,16.0564,-0.35100000000000003,0.6286,1.4675,-2.5304,118228849.0,-104800050.0,136618118.0,-0.0904,-0.2655,-0.4261,-0.292,-0.292,-0.695,-0.3519,Healthcare,0,-21.634612739438747
MNTA,109619000.0,0.2227,109619000.0,64466000.0,184346000.0,-74727000.0,-21003000.0,-21003000.0,-21003000.0,-0.31,-0.31,71021528.0,68656000.0,1.0,-0.1916,-11881000.0,-21003000.0,-21003000.0,-0.1916,-0.1916,172499000.0,374912000.0,428000000.0,20847000.0,477737000.0,70676000.0,105829000.0,-473375000.0,371908000.0,67044000.0,9122000.0,8989000.0,-5609000.0,80048000.0,1341000.0,90378000.0,3380000.0,9.7832,0.2294546999709,6.056,6.2985171769766,2.4407012281397003,9.7832,-0.0205,-0.428,0.5881,-0.6149,472548000.0,322171000.0,229373000.0,0.2227,0.7479,0.115,0.7652,0.7652,1.1257,0.1347,Healthcare,0,-7.61589763676984
MNKD,174758000.0,0.0,124666000.0,46928000.0,60839000.0,63827000.0,125664000.0,125664000.0,125664000.0,1.37,1.36,95675374.0,92053000.0,0.7134,0.6216879999999997,148299000.0,144141000.0,125664000.0,0.6845279999999984,0.46468299999999974,22895000.0,22895000.0,77488000.0,28927000.0,107063000.0,92051000.0,290656000.0,-1610210000.0,-83481439.99999999,17449000.0,4158000.0,-78090000.0,-1127000.0,-1127000.0,43038000.0,-36179000.0,-79217000.0,1.7245,1.6322912677581998,0.8420000000000001,0.58395889235315,0.24872081780752,1.7245,0.14218999999999987,-0.6214,0.2685,-0.271,107063000.0,-213168000.0,140612000.0,2.305817999999998,1.4186,1.1867,1.3018,1.2996,-0.3644,-0.1531,Healthcare,0,-26.34921069828789
ICPT,24951000.0,1.4296120000000003,24951000.0,273596000.0,427489000.0,-211362600.0,-344558230.95825005,-347256082.93736,-346825730.799144,-13.523,-13.46,24808777.0,24663000.0,1.0,-10.483187999999998,-117687410.0,-238508270.0,-346551880.0,-10.790260000000004,-12.064288999999999,43675000.0,689385000.0,707865000.0,11295000.0,739253000.0,78512000.0,424321000.0,-1108460000.0,314932000.0,12961000.0,3831000.0,-86932880.0,-5079000.0,-60135000.0,414382000.0,10933000.0,-347520000.0,75.1052409999999,0.033751638478302,9.016,8.896869268392098,0.55628438964744,75.08663800000006,-0.1626,0.8295,4.420890000000003,-1.3258,739253000.0,283544000.0,958422000.0,2.305817999999998,-0.7605,-0.7566,-0.7509999999999999,-0.7509999999999999,-1.1021,0.1273,Healthcare,0,-43.254006895876074
MDCO,143161000.0,-0.514,82508000.0,212482000.0,304589000.0,-211362600.0,-119051000.0,-119118000.0,-119118000.0,-1.71,-1.63,70793992.0,69909000.0,0.5763,-0.521,-43546000.0,-74588000.0,-119172000.0,-0.8316,-0.8321,546867000.0,546867000.0,653953000.0,30961000.0,1705211000.0,244625000.0,1052195000.0,-548983000.0,652501000.0,170298000.0,31042000.0,-86932880.0,-12176000.0,194015599.99999964,70576000.0,172266000.0,-335485000.0,16.2445,0.08395500615466403,2.673,2.3098129790496,2.2355319366377,16.2445,-0.0521,2.7142,1.4842,-0.3922,1247455000.0,-398242000.0,1133296000.0,-0.5670000000000001,0.7841,-0.2329,0.6761,0.6913,-0.6332,-0.0503,Healthcare,0,-16.773207237357788
MMSI,603838000.0,0.1138,265025000.0,184398000.0,230149000.0,34876000.0,25386000.0,20121000.0,20121000.0,0.45,0.45,44587038.0,44408000.0,0.4389,0.0566,77939000.0,34184000.0,20121000.0,0.042,0.0333,19171000.0,19171000.0,243423000.0,276573000.0,942803000.0,88331000.0,444614000.0,293885000.0,498189000.0,47712000.0,43755000.0,53599000.0,-32818000.0,-159107000.0,121095000.0,14994000.0,20781000.0,1.9346,0.64047102098742,2.756,1.1925031981977,0.21703592170359,1.9346,0.0172,2.6638,0.3054,-0.75,595518000.0,-201191000.0,812389000.0,0.124,-0.0867,-0.071,-0.1667,-0.1509,-0.2283,0.2107,Healthcare,1,64.88549429375179
PTN,0.0,-0.554284,0.0,6179084.0,49250135.0,-49250135.0,-51712936.0,-51712936.0,-51712936.0,-0.33,-0.33,68040008.0,156553534.0,0.0,0.0,-49156857.0,-49199909.0,-51712936.0,0.0,0.0,8002668.0,9383224.0,10697065.0,97801.0,10858079.0,13883998.0,28444046.0,-343412252.0,-17585967.0,7767733.0,43052.0,-47363814.0,-17695.0,-1404717.0,29471931.0,-19296600.0,-47381509.0,0.0,0.0,0.77,0.6758301175209,0.57639507006555,0.0,-0.75,0.9159,0.0,-0.411,10858079.0,-17746981.0,8494706.0,-0.754316,-1.8058,-1.8491,-1.2,-1.2,-2.336836,-0.390654,Healthcare,1,56.36363557547579
PBYI,0.0,0.0,0.0,53798000.0,276596000.0,-211362600.0,-276011000.0,-276011000.0,-276011000.0,-8.29,-8.29,36818092.0,33295114.0,0.0,0.0,-117687410.0,-238508270.0,-276011000.0,0.0,0.0,198811000.0,233793000.0,236474000.0,5153000.0,252790000.0,37461000.0,42966000.0,-796511000.0,209824000.0,17426000.0,1149000.0,-86932880.0,-7284000.0,142189000.0,162430000.0,162929000.0,-148974000.0,0.0,0.0,6.313,6.2409706094338,5.3071460986092,0.0,-0.2632,0.5133,0.0,-6.084164,252790000.0,193508000.0,16518000.0,0.0,-0.1535,-0.1511,-0.1128,-0.1128,0.0827,0.054000000000000006,Healthcare,1,213.80951896546384
IRWD,273957000.0,0.8318,271715000.0,173281000.0,313754000.0,-42039000.0,-81708000.0,-81708000.0,-81708000.0,-0.56,-0.56,146223549.0,144928000.0,0.9918,-0.1553,-31295000.0,-42555000.0,-81708000.0,-0.2983,-0.2983,62251000.0,313463000.0,380181000.0,20512000.0,709821000.0,91131000.0,643105000.0,-1191823000.0,66716000.0,67201000.0,11260000.0,-25934000.0,-3981000.0,-177674000.0,-4176000.0,-207784000.0,-29915000.0,6.6472,0.38595223302776,4.172,4.1513535459942,0.68309356859905,6.6472,-0.045,0.3174,0.6325,-0.3536,542917000.0,-262924000.0,762336000.0,1.0599,0.6186,0.5882,0.44,0.44,0.7575,0.1465,Healthcare,1,0.8069899307744091
VAR,2593700000.0,0.0414,1104700000.0,472200000.0,677900000.0,426800000.0,509400000.0,399300000.0,399300000.0,4.19,4.16,93380657.0,95400000.0,0.4259,0.2009,600800000.0,521000000.0,399700000.0,0.1964,0.1539,811400000.0,906700000.0,2615400000.0,258600000.0,3814800000.0,1613400000.0,2060300000.0,1069000000.0,1740500000.0,1075200000.0,79800000.0,356300000.0,-80400000.0,-109200000.0,-245800000.0,-2000000.0,275900000.0,3.1423,0.67990458215372,1.621,1.0389859923144,0.50291310276435,3.1423,0.048,0.8923,0.1821,-1.0075,3510700000.0,555100000.0,1751800000.0,0.0703,0.023,0.0786,0.0145,0.0171,-0.2413,0.066,Healthcare,1,39.78092567131271
SUPN,215003000.0,0.458,203017000.0,106010000.0,148801000.0,54216000.0,50369000.0,91221000.0,91221000.0,1.84,1.76,49508476.0,49472434.0,0.9443,0.2579,57859000.0,55460000.0,91221000.0,0.2343,0.4243,66398000.0,90121000.0,151404000.0,4344000.0,309568000.0,80742000.0,117813000.0,-84288000.0,191755000.0,72687000.0,2399000.0,66812000.0,-1603000.0,-35964000.0,2052000.0,32900000.0,65209000.0,5.9755,0.69452591999173,1.875,1.6304773228307,0.822347724852,5.9755,0.0709,0.7324,0.4931,-0.6682,273218000.0,33591000.0,130243000.0,0.4601,1.8617,1.601,4.610947999999999,4.610947999999999,0.9352,0.6412,Healthcare,1,53.56453681123953
COLL,1711000.0,0.0,1498000.0,80632000.0,95580000.0,-94082000.0,-94176000.0,-94176000.0,-94176000.0,-3.88,-3.88,28610551.0,24262945.0,0.8755,-10.483187999999998,-93427000.0,-94082000.0,-94176000.0,-10.790260000000004,-12.064288999999999,153322000.0,153322000.0,158575000.0,1038000.0,162017000.0,25596000.0,27109000.0,-223184000.0,134908000.0,13823000.0,655000.0,-75053000.0,-477000.0,-2977000.0,135558000.0,57528000.0,-75530000.0,75.1052409999999,0.010560620181833,6.195,6.0732536333802,5.9900765744648,75.08663800000006,-0.2474,0.7969,4.420890000000003,-0.7282,159914000.0,131466000.0,-2149151.3400000003,0.0,-2.5084,-2.4966,-1.6216,-1.6216,-2.336836,0.6579999999999999,Healthcare,1,17.729583706571933
DRNA,0.0,-0.554284,0.0,15433000.0,59748000.0,-59748000.0,-59513000.0,-59513000.0,-59513000.0,-2.87,-2.87,20753001.0,20719761.0,0.0,0.0,-58673000.0,-59513000.0,-59513000.0,0.0,0.0,20865000.0,45874000.0,47826000.0,2234000.0,51252000.0,10044000.0,10044000.0,-255756000.0,41208000.0,5726000.0,840000.0,-48747000.0,-449000.0,13020000.0,534000.0,-35193000.0,-49196000.0,0.0,0.0,4.762,4.5673038630028,2.0773596176822,0.0,-0.9663,0.8191,0.0,-0.5345,51252000.0,37782000.0,20343000.0,-0.754316,0.0529,0.052000000000000005,0.0712,0.0712,0.0011,-0.390654,Healthcare,1,204.04039212069145
PACB,90714000.0,-0.0223,44160000.0,47787000.0,115404000.0,-71244000.0,-74375000.0,-74375000.0,-74375000.0,-0.83,-0.83,92646752.0,89148000.0,0.4868,-0.7842,-67266000.0,-71141000.0,-74375000.0,-0.8199,-0.8199,16765000.0,71978000.0,109011000.0,14560000.0,137884000.0,33774000.0,53216000.0,-787544000.0,84668000.0,25415000.0,3875000.0,-67929000.0,-8197000.0,-14864000.0,65929000.0,-16864000.0,-76126000.0,4.4529,0.65790084418787,3.228,2.4693255166696,0.49638775389353,4.4529,-0.1904,0.9133,0.5268,-2.1154,137884000.0,55795000.0,103451000.0,-0.1738,-1.4727,-1.4454,-0.9762,-0.9762,-0.4185,0.0517,Healthcare,0,-39.44954073255528
AVDL,150246000.0,-0.1316,136998000.0,44179000.0,92678000.0,44320000.0,-9718000.0,-41276000.0,-41276000.0,-1.0,-1.0,41241254.0,41248000.0,0.9118,-0.0583,5734000.0,-8755000.0,-41276000.0,-0.0647,-0.2747,39215000.0,154195000.0,181186000.0,3320000.0,245482000.0,62421000.0,203413000.0,-319800000.0,42069000.0,20871000.0,14489000.0,18901000.0,-1201000.0,-36630000.0,-7954000.0,-25849000.0,17700000.0,3.0057,0.6120448749806501,2.903,2.7560276189102995,0.62823408788709,3.0057,-0.0913,-0.4579,0.294,-0.0829,204154000.0,-22227000.0,238503000.0,-0.1522,-1.1127,-0.5643,-1.9709,-2.0417,-0.7758,0.1413,Healthcare,0,-25.11415568859773
JNCE,37197000.0,0.0,37197000.0,16759000.0,51663000.0,-14466000.0,-13703000.0,-13703000.0,-23138000.0,-11.0,-11.0,30162026.0,2103000.0,1.0,-0.3684,-11759000.0,-13703000.0,-13703000.0,-0.3684,-0.3684,44848000.0,149258000.0,151787000.0,7241000.0,271312000.0,90673000.0,199441000.0,-73172000.0,-69088000.0,87162000.0,1944000.0,179688000.0,-2222000.0,-215508000.0,35507000.0,-313000.0,177466000.0,13.9876,0.13710045998703,1.6740000000000002,1.646112955345,0.49461250868506,13.9876,-0.6377,-7.009733000000001,0.4505,-1.143,271312000.0,-47654000.0,135791000.0,0.0,0.5197,0.5241,0.5244,0.5244,4.875884999999996,1.529889999999997,Healthcare,0,-26.08695652173913
NLNK,35768000.0,-0.4778,35768000.0,33226000.0,126526000.0,-90758000.0,-90511000.0,-85155000.0,-85155000.0,-2.94,-2.94,29134623.0,28979327.0,1.0,-2.5299,-88405000.0,-90489000.0,-85155000.0,-2.5305,-2.3808,131490000.0,131490000.0,167912000.0,6835000.0,174747000.0,37905000.0,45281000.0,-165508000.0,129466000.0,14399000.0,2084000.0,-65947000.0,-2246000.0,-66000.0,1883000.0,-64130000.0,-68193000.0,8.5934,0.20468448671508,4.43,4.115974145891,3.4689354966363,8.5934,-0.2787,0.7744,0.9289,-1.0777,174747000.0,122631000.0,6260000.0,-0.4778,-1.6981,-1.7009999999999998,-1.0851,-1.0851,-1.7379,-0.2004,Healthcare,0,-23.12796672933196
CRL,1681432000.0,0.2334,643959000.0,364708000.0,406407000.0,237552000.0,221600000.0,154765000.0,154765000.0,3.29,3.23,47328587.0,47014000.0,0.383,0.1483,375967000.0,249309000.0,156366000.0,0.1318,0.092,117626000.0,117626000.0,656832000.0,755827000.0,2711800000.0,429593000.0,1858016000.0,165303000.0,836768000.0,333795000.0,126658000.0,316899000.0,-55288000.0,-692672000.0,380756000.0,-69000.0,261611000.0,2.1542,0.62004277601593,1.529,1.1212380089992,0.2738079996648,2.1542,0.043,2.0476,0.2169,-0.4365,1529835000.0,-1201184000.0,2217625000.0,0.2125,0.1999,0.1507,0.0249,0.0319,0.0328,0.311,Healthcare,1,43.0158090866858
LNTH,301853000.0,0.0286,137780000.0,75374000.0,81192000.0,56588000.0,28294000.0,26762000.0,26762000.0,0.84,0.82,35724793.0,32044000.0,0.4564,0.1819,73175000.0,54912000.0,26762000.0,0.0937,0.0887,51178000.0,51178000.0,110819000.0,94187000.0,255898000.0,43839000.0,362414000.0,-332398000.0,-83481439.99999999,21249000.0,18263000.0,49642000.0,-7398000.0,3281000.0,-30217000.0,22582000.0,42244000.0,1.0474,1.1795832714597,2.528,2.0072538150961,1.1674080156938,1.0474,0.0949,1.8549,0.2497,-0.4051,225066000.0,-251595000.0,408159000.0,0.0167,1.0385,0.3305,2.4,2.3667,1.2811,0.0558,Healthcare,1,131.07344498829622
RHE,27601000.0,0.5001,27601000.0,7714000.0,23082000.0,4519000.0,-7625000.0,-7462000.0,-14797000.0,-8.88,-8.88,1661502.0,1657666.0,1.0,-0.0172,4820000.0,-476000.0,-7462000.0,-0.2763,-0.2704,19509000.0,19509000.0,20469000.0,79168000.0,119486000.0,25268000.0,95987000.0,-99590000.0,-37947000.0,9077000.0,5296000.0,-3409000.0,0.0,24133000.0,-9399000.0,11325000.0,13461000.0,0.0939,0.23099777379777,0.81,1.0158302991927,0.7720832673737501,0.0939,-1.05758,0.2304,0.2795,0.0,112156000.0,-75518000.0,147349000.0,0.5001,0.9682,1.5914,0.4932,0.4932,0.8085,-0.2941,Healthcare,1,104.40880853901614
INO,35368361.0,-0.1283,35368361.0,23892263.0,111604298.0,-76235937.0,-73740339.0,-73740339.0,-73740339.0,-1.01,-1.01,74060530.0,73214766.0,1.0,-2.0849,-70654375.0,-73740339.0,-73740339.0,-2.0849,-2.0849,19136472.0,104765884.0,124597233.0,9025446.0,173707166.0,43823027.0,50328746.0,-434838235.0,123282151.0,23152661.0,3085964.0,-62555052.0,-3938470.0,16271889.0,7786942.0,-38496221.0,-66493522.0,14.8044,0.20360910729497,2.843,2.7687669772332,0.43667617939765,14.8044,-0.1429,0.8483,0.6755,-1.2763,155565401.0,74268487.0,92605902.0,-0.1283,-1.357,-1.2237,-1.3488,-1.2955,-2.336836,-0.1877,Healthcare,0,-41.584158215509476
STE,2238764000.0,0.21,895481000.0,626710000.0,682554000.0,212927000.0,171062000.0,110763000.0,110763000.0,1.57,1.56,85898484.0,85898484.0,0.4,0.0955,357510000.0,213770000.0,111585000.0,0.0764,0.0495,248841000.0,248841000.0,972525000.0,1064319000.0,5346416000.0,400606000.0,2307524000.0,939459000.0,3023034000.0,261034000.0,143740000.0,254675000.0,-125563000.0,-729584000.0,560289000.0,81152000.0,129112000.0,2.7261,0.41874107813533,2.428,1.7981857485909,0.62116144041777,2.7261,0.0221,2.2993,0.2799,-0.8735,2066474000.0,-1334999000.0,2984823000.0,0.1565,-0.0624,-0.0629,-0.3084,-0.3067,0.0351,1.529889999999997,Healthcare,1,30.122706634425818
MDGS,549000.0,-0.1202,373000.0,5809000.0,9464000.0,-9091000.0,-8979000.0,-9007000.0,-9007000.0,-13.1,-13.1,11035721.0,8599250.0,0.6794,-10.483187999999998,-8880000.0,-8979000.0,-9007000.0,-10.790260000000004,-12.064288999999999,3001000.0,3001000.0,4268900.0,178000.0,10158653.198345,1386279.4,2345469.98,-53336000.0,2927000.0,0.0,99000.0,-9255000.0,-32000.0,-38000.0,1902000.0,-7401000.0,-9287000.0,75.1052409999999,0.1162150719729,2.688,2.2653673163418,2.2496251874063,75.08663800000006,-0.5551,1.0275,4.420890000000003,-0.3232,8588040.0,1789000.0,363000.0,0.0749,0.0512,0.049,-0.9265,-0.9265,-0.328,-0.390654,Healthcare,0,-77.62711811668399
ONVO,1483000.0,1.4296120000000003,1483000.0,22118000.0,40126000.0,-38643000.0,-38572000.0,-38575000.0,-38575000.0,-0.43,-0.43,92413951.0,90057356.0,1.0,-10.483187999999998,-37757000.0,-38572000.0,-38575000.0,-10.790260000000004,-12.064288999999999,62170000.0,62170000.0,63652000.0,3711000.0,67576000.0,4490000.0,5395000.0,-160870000.0,62181000.0,3703000.0,815000.0,-29368000.0,-2100000.0,-2135000.0,43452000.0,11949000.0,-31468000.0,75.1052409999999,0.021945661181485,13.601818653167232,12.364713242368321,7.8134023163787845,75.08663800000006,-0.1982,0.7613,4.420890000000003,-2.5767,67576000.0,58257000.0,916000.0,1.5972,-0.2823,-0.2755,-0.1316,-0.1316,-0.4983,0.2634,Healthcare,0,-63.38797808868167
FGEN,183189000.0,0.0131,183189000.0,46025000.0,233231000.0,-50042000.0,-58139000.0,-58068000.0,-58068000.0,-0.93,-0.93,63160110.0,62744000.0,1.0,-0.2588,-41374000.0,-47414000.0,-58068000.0,-0.3174,-0.317,173782000.0,253179000.0,266516000.0,123657000.0,469552000.0,65125000.0,294443000.0,-469742000.0,155838000.0,58902000.0,6040000.0,7108000.0,-1252000.0,6622000.0,6738000.0,20458000.0,5856000.0,7.3438,0.39013570381981,4.092,4.0480153550864,2.6684376199616,7.3438,-0.0437,-0.1224,0.2512,-0.2073,469552000.0,-27927000.0,327997000.0,0.0131,0.3636,0.3553,0.3451,0.3451,1.3827,-0.0022,Healthcare,1,122.53522640229082
ACHN,15000000.0,-0.554284,15000000.0,23022000.0,79865000.0,-64865000.0,-61706000.0,-61706000.0,-61706000.0,-0.45,-0.45,136680888.0,136667000.0,1.0,-4.1092,-60683000.0,-61638000.0,-61706000.0,-4.1137,-4.1137,77413000.0,363971000.0,382535000.0,3479000.0,413875000.0,13971000.0,14421000.0,-517418000.0,399454000.0,6618000.0,955000.0,-65653000.0,-2508000.0,60669000.0,520000.0,-4464000.0,-68161000.0,37.4506,0.036242826940501,13.601818653167232,12.364713242368321,5.5409777396035,37.4506,-0.1095,1.064,1.5348,-2.6262,413875000.0,368114000.0,323143000.0,-0.754316,-3.8430479999999996,-3.2937,-4.0232,-4.087708000000001,-2.336836,-0.109,Healthcare,0,-29.92700679115867
SNN,4669000000.0,0.0076,3397000000.0,2366000000.0,2596000000.0,801000000.0,1062000000.0,784000000.0,784000000.0,1.7619999999999998,1.756,915447263.0,915447263.0,0.7276,0.2386,1577000000.0,1114000000.0,784000000.0,0.2275,0.1679,100000000.0,100000000.0,2529000000.0,982000000.0,7344000000.0,1348000000.0,3386000000.0,3970000000.0,3958000000.0,296000000.0,463000000.0,1035000000.0,-392000000.0,-383000000.0,-529000000.0,-64000000.0,643000000.0,5.8801,0.63575708061002,1.876,0.95326409495549,0.07418397626112799,5.8801,0.0588,1.3202,0.5067,-0.8467,3745000000.0,-857000000.0,3947000000.0,-0.0269,0.8322,0.2755,0.9194,0.9254,-0.1397,0.0247,Healthcare,1,18.92475525716781
MRTX,0.0,0.0,0.0,15292000.0,83779000.0,-83779000.0,-83118000.0,-83118000.0,-83118000.0,-4.2,-4.2,19924005.0,19787349.0,0.0,0.0,-82938000.0,-83118000.0,-83118000.0,0.0,0.0,22383000.0,56734000.0,59555000.0,629000.0,63444000.0,15002000.0,15135000.0,-389751000.0,48309000.0,0.0,180000.0,-68017000.0,-196000.0,38255000.0,2652000.0,-27110000.0,-68213000.0,0.0,0.0,3.97,3.7817624316758,1.4920010665245,0.0,-0.8077,0.8183,0.0,-1.0889,63444000.0,44420000.0,26059000.0,0.0,-0.2878,-0.2946,-0.0995,-0.0995,-0.3412,-0.390654,Healthcare,1,250.9615513347315
QHC,2138467000.0,-0.0223,2138467000.0,1057119000.0,2424099000.0,-211362600.0,-344558230.95825005,-347256082.93736,-346825730.799144,-12.24,-12.24,29485075.0,28413247.0,1.0,-0.1347,-117687410.0,-238508270.0,-345197000.0,-0.1878,-0.1626,25455000.0,25455000.0,662971000.0,733900000.0,1994370000.0,390382000.0,1771994000.0,-334026000.0,201128000.0,172478000.0,117288000.0,81086000.0,-73443000.0,-73146000.0,16409000.0,24349000.0,7643000.0,0.1107,1.0722518890677,1.6980000000000002,1.3381124129699,0.065205362952185,0.1107,-1.05758,-0.2332,0.4943,-0.6262,1492555000.0,-1109023000.0,2323543000.0,-0.0223,-3.7992,-3.440972,-4.0232,-4.087708000000001,0.8906,-0.1309,Healthcare,0,-22.29140748913459
ABMD,329543000.0,0.4309,279124000.0,164261000.0,214020000.0,65104000.0,65838000.0,38147000.0,38147000.0,0.9,0.85,42437354.0,42204000.0,0.847,0.1998,69115000.0,65838000.0,38147000.0,0.1998,0.1158,48231000.0,212053000.0,288392000.0,23184000.0,423931000.0,46541000.0,55156000.0,-99075000.0,368775000.0,37160000.0,3277000.0,76795000.0,-15624000.0,-57710000.0,7160000.0,25830000.0,61171000.0,12.2093,0.77735055940707,6.197,5.4763326959025,1.0363120689285,12.2093,0.0095,2.0131,0.4985,-4.7678,390928000.0,233236000.0,296156000.0,0.4662,1.2888,1.2711,-0.6786,-0.6792,0.774,0.2529,Healthcare,1,66.79423517628885
HRC,2655200000.0,0.3355,1257000000.0,853300000.0,1026700000.0,230300000.0,139600000.0,124100000.0,124100000.0,1.9,1.86,65464951.0,65333000.0,0.4734,0.0866,333900000.0,230000000.0,122800000.0,0.0526,0.0467,232200000.0,232200000.0,1082100000.0,350000000.0,4262400000.0,662300000.0,3026500000.0,1589700000.0,1227200000.0,316200000.0,103900000.0,281200000.0,-81100000.0,-97700000.0,-141900000.0,39400000.0,200100000.0,1.5281,0.6229354354354399,1.634,1.1283406311339,0.35059640646233,1.5281,0.0307,2.2659,0.3214,-0.7806,1534700000.0,-1944400000.0,2788700000.0,0.4279,1.7251,1.7714,1.2892,1.2683,0.3152,-0.0438,Healthcare,1,49.68898844038744
EGRX,189482000.0,1.4296120000000003,134176000.0,53329000.0,81618000.0,52558000.0,53427000.0,81453000.0,81453000.0,5.24,4.96,15435728.0,15533681.0,0.7081,0.282,55024000.0,53435000.0,81453000.0,0.282,0.4299,52820000.0,52820000.0,109110000.0,3316000.0,214320000.0,40965000.0,63094000.0,-25659000.0,151226000.0,26249000.0,1589000.0,53207000.0,-1590000.0,-45800000.0,-33670000.0,-26263000.0,51617000.0,6.526,0.88410787607316,2.6630000000000003,2.3193946051507,1.2893933845966,6.526,0.0654,0.6532,0.2814,-1.0006,141205000.0,46016000.0,47420000.0,1.6527,3.690034,3.536583999999999,4.610947999999999,4.610947999999999,4.875884999999996,0.72,Healthcare,0,-33.31669234559643
DBVT,0.0,-0.554284,0.0,48723157.8947,131700000.0,-131700000.0,-120558947.3684,-120558947.3684,-120558947.3684,-4.9263,-4.9263,25479083.1579,25479083.1579,0.0,0.0,-117687410.0,-120542105.2632,-120558947.3684,0.0,0.0,269971578.9474,269971578.9474,286502105.2632,13138947.3684,302631578.9474,30528421.0526,47001052.6316,-120558947.3684,255630526.3158,15464210.5262,0.0,-62671578.9474,-8638947.3684,-8736842.1053,1753684.2105,-69654736.8421,-71310526.3158,0.0,0.0,9.8789,8.8863871457248,7.8134023163787845,0.0,-0.1418,0.5198,0.0,0.0,302530526.3158,239501052.6316,6914736.8421,-0.754316,-1.4932,-1.3548,-1.1813,-1.1813,-1.1567,-0.1881,Healthcare,0,-29.16786436592712
CRBP,1911424.0,1.4296120000000003,1911424.0,6459747.0,21896482.0,-19985058.0,-19998675.0,-19998675.0,-19998675.0,-0.49,-0.49,44437673.0,41137518.0,1.0,-10.4627,-19911011.0,-19998675.0,-19998675.0,-10.4627,-10.4627,15192257.0,15192257.0,17402931.0,435251.0,17888182.0,8898591.0,8968947.0,-33276489.0,8919235.0,5206913.0,87664.0,-13571227.0,-353032.0,-353032.0,16741866.0,2817607.0,-13924259.0,75.1052409999999,0.10685401121253997,1.956,1.8196427951346,1.7072654535982,75.08663800000006,-0.058,0.6786,3.3795,-4.0271,17888182.0,8433984.0,-2149151.3400000003,1.948,-1.2595,-1.2573,-0.75,-0.75,-1.9344,0.3893,Healthcare,0,-15.976330592958588
MTD,2508257000.0,0.0471,1437732000.0,745358000.0,905513000.0,532219000.0,504193000.0,384370000.0,384370000.0,7.37,7.184999999999982,26235560.0,26517768.0,0.5732,0.2122,601014000.0,532219000.0,384370000.0,0.201,0.1532,158674000.0,158674000.0,896784000.0,563707000.0,2166777000.0,587515000.0,1731834000.0,3065708000.0,434943000.0,421948000.0,68795000.0,460758000.0,-123534000.0,-231456000.0,-163605000.0,59787000.0,337224000.0,4.4176,1.1575981284645,1.526,1.0445043956325,0.27007650868488,4.4176,0.0343,1.1987,0.2972,-1.7957,1523344000.0,-835050000.0,1671185000.0,0.0634,0.0842,0.0842,0.1365,0.1394,0.0477,0.1059,Healthcare,1,46.684032337721604
