,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,"Property, Plant & Equipment Net",Total assets,Total liabilities,Retained earnings (deficit),Total shareholders equity,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Invested Capital,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Sector,Class,2015 PRICE VAR [%]
IIIN,408978000.0,48773000.0,23371000.0,25230000.0,23543000.0,25208000.0,16641000.0,16641000.0,0.91,0.89,18307165.0,18257000.0,0.1193,0.087,0.0623,0.041,0.0496,35734000.0,25460000.0,16641000.0,0.0616,0.0407,3050000.0,90386000.0,256795000.0,77912000.0,103429000.0,178883000.0,10274000.0,29232000.0,-8954000.0,-40375000.0,-1247000.0,-12390000.0,20278000.0,0.9235,0.093,1.5926244669873,1.6011,1.672,0.1671,22.4012,0.9115,1.6011,1.672,0.1671,9.798,13.146,9.7981,0.9235,0.0441,1.7566,0.0571,-0.8715,240014000.0,173778000.0,0.093,-0.4904,0.2432,0.3964,0.2691,Basic Materials,0,-5.208819672186677
BLD,1512077000.0,331668000.0,290951000.0,290951000.0,40717000.0,27245000.0,9403000.0,9403000.0,0.25,0.25,174116363.20529607,176426626.2075185,0.2193,0.043,0.0262,0.006,0.0395,65728000.0,39649000.0,9403000.0,0.018000000000000002,0.0062,2965000.0,93157000.0,1476424000.0,524133000.0,0.0,952291000.0,26079000.0,71861000.0,-12142000.0,-11262000.0,-60655000.0,-56000.0,59719000.0,0.7122,0.0099,1.0241482121666998,2.8737039469026544,0.05111355752212334,8.324825938053094,44.965775111111114,0.4864820622222213,2.8929263274336283,0.056649557522123854,8.324825938053094,13.42383831858407,31.941986176991144,25.11843120353982,0.7122,0.16642799999999935,7.6423,0.1924,-0.4656,429421000.0,124989000.0,0.0099,-2.8347544247787617,0.0958,0.7274,0.6893,Basic Materials,1,214.0116453573316
UAN,298665000.0,100506000.0,17703000.0,17703000.0,82803000.0,76121000.0,76149000.0,76149000.0,1.04,1.04,73116639.0,73115000.0,0.3365,0.369,0.2776,0.255,0.3275,110153000.0,82904000.0,76149000.0,0.2549,0.255,79914000.0,404934000.0,578839000.0,164908000.0,1152195558.9082773,413931000.0,27249000.0,118878000.0,-21076000.0,-20966000.0,-103140000.0,-5228000.0,97802000.0,2.3845,0.184,0.51597248975967,1.6259,1.3376,1.093,4.0849,1.0415,1.6259,1.3376,1.093,5.6610000000000005,7.356,5.6614,2.3845,0.1068,1.5611,0.0593,-0.7735,537870000.0,543249000.0,0.184,-0.2883,-0.3113,-0.3369,-0.3368,Basic Materials,0,-9.895490153012666
SWM,794300000.0,218800000.0,83900000.0,112700000.0,106100000.0,110200000.0,89700000.0,89700000.0,2.94,2.93,30465744.0,30238000.0,0.2755,0.205,0.1478,0.113,0.1634,162500000.0,117400000.0,89700000.0,0.1387,0.1129,290300000.0,362000000.0,1185000000.0,696000000.0,512700000.0,489000000.0,45100000.0,165900000.0,-36100000.0,-74500000.0,-39100000.0,18300000.0,129800000.0,1.6224,0.1834,0.6702953586497901,5.4865,4.293,9.6005,26.2683,2.9665,5.4865,4.293,9.6005,16.172,32.066,16.1717,1.6224,0.0695,1.8495,0.1056,-0.8004,969600000.0,993700000.0,0.1834,-1.1939,-0.1342,-0.1106,-0.1505,Basic Materials,1,3.9556702921642497
GLT,1810342000.0,235154000.0,133235000.0,128374000.0,106780000.0,87383000.0,69246000.0,69246000.0,1.6,1.57,42942534.0,43201000.0,0.1299,0.098,0.0587,0.038,0.0213,176859000.0,106304000.0,69246000.0,0.0483,0.0383,99837000.0,697608000.0,1561504000.0,912395000.0,919468000.0,649109000.0,70555000.0,99577000.0,-60974000.0,-69589000.0,-50881000.0,-23045000.0,38603000.0,0.6065,0.1067,1.1593579011005,2.305,0.894,2.311,41.9051,1.6029,2.305,0.894,2.311,15.025,32.413000000000004,15.0253,0.6065,0.0626,1.4380000000000002,0.0736,-0.8642,1400269000.0,1425313000.0,0.1067,-1.4114,0.0754,0.2196,0.2342,Basic Materials,0,-26.08707659971089
MERC,1175112000.0,209725000.0,47927000.0,47927000.0,161798000.0,96380000.0,113154000.0,113154000.0,1.82,1.81,64273288.0,64273288.0,0.1785,0.206,0.1395,0.096,0.0936,241908000.0,163896000.0,120966000.0,0.08199999999999999,0.0963,63458000.0,883150000.0,1306229000.0,867349000.0,100214000.0,438880000.0,78012000.0,144588000.0,-34612000.0,-38478000.0,-175752000.0,-84270000.0,109976000.0,0.6722,0.2578,0.8996217355455999,2.2496,1.7111,0.9873,18.2831,1.7605,2.2496,1.7111,0.9873,6.8279999999999985,20.184,6.8283,0.6722,0.1481,1.2778,0.0408,-0.4437,1297304000.0,1807335000.0,0.2578,-0.5385,1.35,2.1532,3.563666000000012,Basic Materials,0,-26.17922109820934
AGFS,0.0,0.0,821473.6,3914737.96,-676916.0,-673955.0,174512935.41743058,-673955.0,-0.102,-0.102,27562500.0,176426626.2075185,0.0,-0.1579651840036317,0.0,-0.2929777215783208,-0.21696773593073604,567625381.5561618,-673955.0,178444437.94138622,0.0,-0.27768129725727136,733386.0,0.0,221317716.0,8048288.0,-673955.0,5000010.0,0.0,-424536.0,0.0,-220502961.0,221635883.0,708386.0,198133201.18816108,0.0,-0.010837829694323255,0.0,2.8737039469026544,0.05111355752212334,8.324825938053094,44.965775111111114,0.4864820622222213,2.8929263274336283,0.056649557522123854,8.324825938053094,13.42383831858407,31.941986176991144,25.11843120353982,0.0,-0.0106,0.6299,0.0,0.0,221317716.0,5646645505.687122,-0.010828751091703101,-2.8347544247787617,0.11123204405286347,0.2429198237885463,0.14669314977973621,Basic Materials,0,-34.0625034148493
RYAM,957689000.0,223747000.0,39969000.0,160792000.0,62955000.0,40471000.0,31655000.0,31655000.0,0.75,0.75,42653189.0,42653189.0,0.2336,0.155,0.0656,0.033,0.1047,148456000.0,62849000.0,31655000.0,0.0423,0.0331,65977000.0,843375000.0,1303880000.0,1366292000.0,-21476000.0,-41139500.0,85607000.0,187752000.0,-87483000.0,-90461000.0,-31314000.0,65977000.0,100269000.0,0.9932,-0.5072,0.7344916710126701,4.4018,2.3508,1.5468,22.4529,0.7421,4.4018,2.3508,1.5468,-1.463,30.569000000000006,-1.4632,0.9932,0.0336,5.9312,0.0417,-1.0219,1303880000.0,2051274000.0,-0.5072,-2.051,-0.3272,-0.7825,-0.7819,Basic Materials,0,-55.37523504490876
PKX,39912360000.0,6664741516.6222,3719201635.4028,3719201635.4028,2945539881.2195,1331046608.4309,578190182.2831,578190182.2831,1.7166,1.7166,930472.48,600368.1084259999,0.1126,0.0001,0.0722,0.0,-0.0113,6975319999.999995,4275417692.068,515439733.8175,0.0225,0.0098,3482817578.935,19467000000.0,78447028064.8495,37089142976.2028,16864965145.436275,24434214427.899364,1960250000.0000043,3118102472.2034,-2815440000.0,-3422486057.1313,123470351.0139,-170362985.2132,-521140520.0000001,0.0001,0.0152,0.75437951008627,37.53620799999999,-22.461712,167.6213619999999,545.976,14.38077399999997,38.533075,-22.6175,167.6213619999999,73.34183999999996,226.0967,345.6795239999999,0.0001,0.0269,5.3929,0.0628,-1.2786,72155270052.5548,74386556725.9777,0.0152,-31.92555,0.024,-0.0601,0.0378,Basic Materials,0,-42.02888594284632
AXE,5291100000.0,1198900000.0,886300000.0,888000000.0,310900000.0,283600000.0,200500000.0,200500000.0,6.12,6.04,32540874.0,32800000.0,0.2266,0.068,0.0619,0.038,0.0571,357600000.0,327500000.0,200500000.0,0.0536,0.0379,57300000.0,104000000.0,2855900000.0,1828500000.0,804800000.0,1027400000.0,30100000.0,334500000.0,-32200000.0,-32200000.0,-324100000.0,-21800000.0,302300000.0,0.5511,0.1952,1.8526909205504,10.1982,9.216,1.747,161.314,6.1128,10.1982,9.216,1.747,31.323,76.64,31.3232,0.5511,0.0683,1.6683,0.1675,-1.0698,2513800000.0,2385200000.0,0.1952,-0.9817,-0.1489,0.2161,0.1005,Basic Materials,0,-31.515083714392084
TX,8726000000.0,1801000000.0,627000000.0,515106268.8225248,307760653.01465243,232585854.29135495,-142071800.0,-147297760.0,-1.0,-1.0,196000000.0,196000000.0,0.20639468255787,0.087554435021774,0.029108411643365,-0.022805409122164,-0.21696773593073604,764000000.0,254000000.0,-147987600.0,0.0,-0.022805409122164,213000000.0,4481000000.0,9606000000.0,4909000000.0,5551000000.0,4697000000.0,415000000.0,506000000.0,-443000000.0,-676000000.0,85000000.0,-94000000.0,62000000.0,3.214288356521738,-0.010837829694323255,0.7639957264261182,2.8737039469026544,0.05111355752212334,8.324825938053094,44.965775111111114,0.4864820622222213,2.8929263274336283,0.056649557522123854,8.324825938053094,13.42383831858407,31.941986176991144,25.11843120353982,3.2108797316017244,-0.05314117748917751,1.2760156017316016,0.2083160173160167,-1.594058225108225,5207559921.038845,5646645505.687122,-0.010828751091703101,-2.8347544247787617,0.11123204405286347,0.2429198237885463,0.14669314977973621,Basic Materials,0,-25.8568739431452
GSS,328915000.0,0.0,16367000.0,16923000.0,-19139000.0,-83695000.0,-83441000.0,-83441000.0,-1.4,-1.4,51874976.0,51880000.0,0.0,-0.152,-0.232,-0.254,-0.095,-50053000.0,-76320000.0,-93803000.0,-0.2545,-0.2537,41393000.0,142782000.0,258053000.0,312246000.0,-725623000.0,1175000.0,26267000.0,2411000.0,-33655000.0,-36561000.0,7951000.0,-26199000.0,-31244000.0,0.1656,-1.278135,1.2746025041367,0.0465,-0.8420000000000001,0.7979,6.3399,-1.6083,0.0465,-0.8420000000000001,0.7979,0.023,4.974,0.0226,0.1656,-0.730328,-0.0289,0.0498,-1.2813,258053000.0,174445000.0,-1.27818,-0.6487,-0.579278,0.7156,-3.5491,Basic Materials,0,-22.72727223467237
DOOR,1837700000.0,265399000.0,224077000.0,253416000.0,11983000.0,-32807000.0,-37340000.0,-37340000.0,-1.26,-1.26,29849958.0,29849958.0,0.1444,0.05,0.0047,-0.02,0.0186,91062000.0,8718000.0,-34118000.0,-0.0179,-0.0203,205224000.0,576234000.0,1616146000.0,880647000.0,-97517000.0,709434000.0,82344000.0,77386000.0,-43171000.0,-100908000.0,128849000.0,91164000.0,34215000.0,1.0043,-0.0526,1.1370878621115,2.5925,1.1462,6.8752,61.5646,-1.2509,2.5925,1.1462,6.8752,23.767,44.006,23.7667,1.0043,-0.0204,-2.0725,0.1219,-0.5243,1313575000.0,1374895000.0,-0.0526,-1.4463,0.1769,4.226564000000001,1.0635,Basic Materials,1,0.5418686503927134
SA,0.0,0.0,12126506.0241,13145438.8985,-13145438.8985,-6130808.9501,-11207401.0327,-11207401.0327,-0.2324,-0.2324,40517535.284,41011629.0878,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-6130808.9501,-6130808.9501,-11207401.0327,0.0,0.0,609699.9999999998,224200516.3511,239549053.3563,15939759.0361,-18254815.4463,223609294.3201,0.0,-3660929.432,-25807228.9157,-8118760.7573,11085197.9346,-694492.2547,-29468158.3477,0.0,-0.0501,0.0,-0.1037,-0.838,0.042932,0.0,-0.3175,-0.1037,-0.838,0.042932,4.6919,5.0267,6.3355,0.0,-0.0308,0.3267,0.0,0.0,239549053.3563,235246987.9518,-0.0501,-0.7312,0.0,0.1516,0.029,Basic Materials,1,6.82989326467534
MTRN,1126890000.0,205903000.0,136487000.0,149337000.0,56566000.0,54801000.0,42131000.0,42131000.0,2.06,2.02,20154663.0,20461000.0,0.1827,0.08900000000000001,0.0511,0.037000000000000005,0.0291,100309000.0,57588000.0,42131000.0,0.0486,0.0374,13150000.0,247588000.0,762338000.0,303319000.0,474633000.0,459019000.0,42721000.0,60281000.0,-27469000.0,-27471000.0,-40881000.0,-9624000.0,32812000.0,0.6301,0.0918,1.4782025820568,2.9461,1.604,0.6427,55.075,2.0591,2.9461,1.604,0.6427,22.434,32.113,22.4338,0.6301,0.0585,1.4308,0.1211,-0.643,657054000.0,564104000.0,0.0918,-1.3425,0.0954,1.0859,0.3446,Basic Materials,0,-18.953529528422976
ALO,154068000.0,37978000.0,14003000.0,15811000.0,22167000.0,19959000.0,9187000.0,9187000.0,0.6,0.6,14415905.0,16129769.0,0.2465,0.262,0.1418,0.06,-0.021,40418000.0,21853000.0,9187000.0,0.1295,0.0596,26952000.0,215973000.0,311947000.0,98170000.0,70644000.0,213777000.0,18565000.0,33054000.0,-36293000.0,-47113000.0,18773000.0,4176000.0,-3239000.0,0.8889,0.043,0.4938915905586501,2.0493,-0.201,1.6709,9.5518,0.5696,2.0493,-0.201,1.6709,13.254,19.34,13.2536,0.8889,0.0632,3.5979,0.0909,-1.9549,311947000.0,260420000.0,0.043,-2.2501,-0.3527,-0.479,-0.4612,Basic Materials,0,-85.56701027126924
VGZ,0.0,0.0,3798000.0,9402000.0,-9402000.0,-18926000.0,-18926000.0,-18926000.0,-0.23,-0.23,82275217.0,82294331.0,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-17985000.0,-18848000.0,-18926000.0,0.0,0.0,3714000.0,14748000.0,26110000.0,2500901.15,-412811000.0,25283000.0,863000.0,-7058000.0,-7000.0,11641000.0,-6344000.0,-1761000.0,-7065000.0,0.0,-0.7486,0.0,-0.0858,-0.086,0.0451,0.0,-0.23,-0.0858,-0.086,0.0451,0.307,0.92302,0.3072,0.0,-0.730328,0.3729,0.0,-0.0081,26110000.0,21569000.0,-0.7486,-0.0001,0.0,0.7464,0.555,Basic Materials,0,-3.4482726727597006
NAK,0.0,0.0,14960413.0809,29378657.4871,-29378657.4871,-28946643.7177,-26976764.1997,-26976764.1997,-0.284,-0.284,81764082.6162,81764082.6162,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-28703958.6919,-28946643.7177,-26976764.1997,0.0,0.0,9167814.1136,106375215.1463,116617900.1721,6494836.4888,-297155765.9208,110123063.6833,242685.0258,-23932874.3546,0.0,171256.4544,9701376.9363,-14060240.9639,-23889845.0947,0.0,-0.245,0.0,-0.3401,-0.083,0.1303,0.0,-0.3834,-0.3401,-0.083,0.1303,1.1592,1.2272,1.565,0.0,-0.6927,0.8872,0.0,0.0,116617900.1721,102258175.5594,-0.245,0.0,0.0,-3.684956,-2.5213,Basic Materials,0,-22.50000055879353
THM,0.0,0.0,5200614.0,8373288.0,-8373288.0,-7767096.0,-7767096.0,-7767096.0,-0.08,-0.08,98068638.0,99068364.0,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-7751317.0,-7767096.0,-7767096.0,0.0,0.0,13521473.0,37128.0,69004700.0,15849170.0,-226172156.0,53155530.0,15779.0,-6843578.0,0.0,0.0,7291089.0,-404128.0,-6843578.0,0.0,-0.1461,0.0,-0.0691,-0.0691,0.1365,0.0,-0.0784,-0.0691,-0.0691,0.1365,0.537,0.92302,0.5366,0.0,-0.1778,0.8811,0.0,0.0,69004700.0,54334057.0,-0.1461,0.0,0.0,0.2117,0.5393,Basic Materials,0,-51.21951104274184
UFPI,2660329000.0,325342000.0,229775000.0,187716000.0,97367000.0,91700000.0,4549000.0,57551000.0,0.957,0.953,59924658.0,58221000.0,0.1223,0.026,0.0061,0.002,-0.0108,47142000.0,11155000.0,5913000.0,0.0345,0.0025,609699.9999999998,248269000.0,1023800000.0,324240000.0,502334000.0,685694000.0,36323000.0,73120000.0,-36300000.0,-67063000.0,-5205000.0,0.0,-19603000.0,0.4006,0.0079,2.5984850556749,0.1978,-0.3367,0.1942,31.3003,0.0781,0.1978,-0.3367,0.1942,9.907,10.238,9.9072,0.4006,0.0538,1.2705,0.0864,-0.9994,596041000.0,504411000.0,0.0079,-0.5345,0.1596,-0.6039,0.311,Basic Materials,1,32.20690810346027
GSV,0.0,0.0,1561914.0,11613265.0,-11613265.0,-11708637.0,-11708637.0,-11708637.0,-0.1,-0.1,91756618.0,112820397.0,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-11611652.0,-11629109.0,-11708637.0,0.0,0.0,609699.9999999998,67320051.0,68675954.0,4736845.0,-28841501.0,63939109.0,17457.0,-4526691.0,-12330080.0,-12431538.0,16231915.0,-726314.0,-16856771.0,0.0,-0.1831,0.0,-0.0401,-0.16,0.042932,0.0,-0.1038,-0.0401,-0.16,0.042932,0.5670000000000001,0.92302,0.5667,0.0,-0.2128,0.3866,0.0,-8.70119,68675954.0,65944231.0,-0.1831,-0.1093,0.0,-1.6998,-1.6766,Basic Materials,1,54.5454570084564
POL,3835500000.0,707900000.0,552800000.0,552800000.0,155100000.0,90400000.0,79200000.0,79200000.0,0.86,0.85,90910556.0,92300000.0,0.1846,0.066,0.0398,0.021,0.0301,253400000.0,152600000.0,78400000.0,0.0236,0.0206,238600000.0,596700000.0,2666300000.0,1889100000.0,259700000.0,776300000.0,100800000.0,208400000.0,-92800000.0,-111800000.0,-218400000.0,-126600000.0,115600000.0,0.8986,0.102,1.4385102951656,2.2579,1.252,2.585,41.5547,0.8581,2.2579,1.252,2.585,8.411,18.559,8.4106,0.8986,0.0227,2.6313,0.1441,-0.9206,1713000000.0,1884500000.0,0.102,-1.0054,0.069,-0.5824,-0.2419,Basic Materials,0,-14.774513982397512
KALU,1356100000.0,228200000.0,57700000.0,90300000.0,137900000.0,107100000.0,71800000.0,71800000.0,4.02,3.86,17791518.0,17818000.0,0.1683,0.128,0.1066,0.053,0.0477,174100000.0,144600000.0,71800000.0,0.079,0.0529,177700000.0,454900000.0,1743700000.0,727800000.0,280400000.0,1015900000.0,29500000.0,124100000.0,-59400000.0,-44700000.0,-71200000.0,8200000.0,64700000.0,0.9371,0.0707,0.7777140563170301,6.9649,3.631,9.9731,76.1084,4.0296,6.9649,3.631,9.9731,57.015,93.972,57.0154,0.9371,0.0563,1.7284,0.0425,-2.0136,1674400000.0,1467900000.0,0.0707,-3.3337,-0.1199,-0.1917,-0.2043,Basic Materials,1,19.1342959242083
KRO,1651900000.0,349700000.0,202400000.0,204000000.0,145700000.0,133700000.0,99200000.0,99200000.0,0.86,0.86,115872598.0,115900000.0,0.2117,0.121,0.0912,0.06,0.016,199900000.0,150700000.0,99200000.0,0.0809,0.0601,169900000.0,479700000.0,1633100000.0,852000000.0,-282900000.0,781100000.0,49200000.0,87700000.0,-61200000.0,-61200000.0,89600000.0,106100000.0,26500000.0,0.9133,0.127,1.0115118486314,0.7567,0.229,1.4659,14.2528,0.8559,0.7567,0.229,1.4659,6.739,14.091,6.7394,0.9133,0.0661,0.8841,0.1225,-1.2439,1633100000.0,1572600000.0,0.127,-0.528,2.1168,2.0741,2.1312,Basic Materials,0,-53.78877461949364
RGLD,237162000.0,221248000.0,21186000.0,112528000.0,108720000.0,82096000.0,62641000.0,62641000.0,0.96,0.96,64738671.0,64909149.0,0.9329,0.8293299999999999,0.4446,0.264,0.5156820000000001,196782000.0,105440000.0,63472000.0,0.3462,0.2641,659536000.0,0.0,2891544000.0,518987000.0,189871000.0,2354725000.0,91342000.0,147202000.0,0.0,-84801000.0,-66900000.0,-4499000.0,147202000.0,20.7814,0.0266,0.08201915654750501,2.2678,-2.239,10.1609,3.6538,0.9651,2.2678,-2.239,10.1609,36.277,44.548,36.2772,20.7814,0.0126,2.3499,0.0893,0.0,2891544000.0,2521364000.0,0.0266,0.0,-0.2104,-0.3314,-0.3648,Basic Materials,0,-42.61836822432147
EVA,290136000.0,20107000.0,14368000.0,14708000.0,5399000.0,-3161000.0,-3176000.0,-3176000.0,0.2897008438818564,0.2115717299578058,23810276.0,23810276.0,0.0693,0.085,0.0192,-0.011,0.0446,24572000.0,5563000.0,-3391000.0,-0.0109,-0.0109,12232000.0,316259000.0,384489000.0,109961000.0,1152195558.9082773,271495000.0,19009000.0,29430000.0,-16500000.0,-16456000.0,-15944000.0,-2970000.0,12930000.0,1.5148,-0.0117,0.7546015620733,1.236,0.5429999999999999,0.5137,12.1853,-0.1334,1.236,0.5429999999999999,0.5137,11.402,15.913,11.4024,1.5148,0.0441,-6.915212,0.0495,-0.868,378888000.0,435835000.0,-0.0117,-0.693,0.3108,4.226564000000001,3.563666000000012,Basic Materials,0,-9.559163061656507
MTX,1725000000.0,435400000.0,182200000.0,266600000.0,168800000.0,123200000.0,92400000.0,92400000.0,2.68,2.65,34504758.0,34500000.0,0.2524,0.145,0.0957,0.054000000000000006,0.1328,249400000.0,165000000.0,95500000.0,0.0714,0.0536,249600000.0,1182100000.0,3157500000.0,2268600000.0,1191800000.0,863000000.0,84400000.0,310800000.0,-81800000.0,-1863000000.0,1324800000.0,-240700000.0,229000000.0,1.3892,0.1071,0.54631828978622,9.0087,6.638,7.2348,50.0,2.6783,9.0087,6.638,7.2348,25.014,63.029,25.0145,1.3892,0.0386,3.3636,0.1056,-0.9692,2174500000.0,3008700000.0,0.1071,-2.371,0.8631,0.4348,0.3302,Basic Materials,0,-32.66154320366963
TREX,391660000.0,140196000.0,72370000.0,72370000.0,67826000.0,66948000.0,41521000.0,41521000.0,0.64,0.635,64012670.0,64639298.0,0.358,0.212,0.1732,0.106,0.1168,83030000.0,67826000.0,41521000.0,0.1709,0.106,9544000.0,98716000.0,195824000.0,82439000.0,71297000.0,113385000.0,15204000.0,58642000.0,-12908000.0,-12873000.0,-39997000.0,5772000.0,45734000.0,3.4796,0.3662,2.0000612795163,0.9072,0.708,0.1477,6.0592,0.6423,0.9072,0.708,0.1477,1.754,2.867,1.7541,3.4796,0.0301,1.4123,0.1848,-0.8490000000000001,185290000.0,126292000.0,0.3662,-0.1997,0.4216,1.7515,1.7515,Basic Materials,0,-10.430892813387207
GPL,46807228.9157,0.0,6101549.0534,20157487.0912,-25459552.4957,-26624784.8537,-28410499.1394,-28410499.1394,-0.2065,-0.2065,119121957.8313,119121957.8313,0.0,-0.2212,-0.5678,-0.5224,-0.0911,-12047332.1859,-26574870.9122,-28410499.1394,-0.5688,-0.607,11847676.42,21660929.432,47343373.494,8620481.9277,-49945783.1325,38722891.5663,14527538.7263,2989672.9776,-7255593.8038,-7255593.8038,652323.58,-3263339.0706,-4265920.8262,1.5779,-0.7337,0.9886754039957,0.0292,-0.036000000000000004,0.1156,0.4566,-0.2771,0.0292,-0.036000000000000004,0.1156,0.2797,0.92302,0.3777,1.5779,-0.3331,-0.1052,0.1304,-0.4994,47102409.6386,35254733.2186,-0.7337,-0.0708,-0.579278,-0.7504,-0.2524,Basic Materials,0,-20.634920034218744
IBP,518020000.0,140052000.0,111629000.0,114466000.0,25586000.0,22539000.0,13932000.0,-5965000.0,-0.2,-0.2,31839087.0,30106862.0,0.2704,0.079,0.0496,-0.012,0.0272,40716000.0,25705000.0,13932000.0,0.0435,0.0269,10761000.0,39370000.0,234162000.0,142288000.0,-57659000.0,91874000.0,15011000.0,19602000.0,-5487000.0,-16143000.0,3237000.0,6696000.0,14115000.0,1.0953,0.1516,2.2122291405096,0.6511,0.4688,0.3574,17.206,0.4628,0.6511,0.4688,0.3574,3.052,5.416,3.0516,1.0953,-0.0112,-3.2862,0.2155,-0.3655,163051000.0,129472000.0,0.1516,-0.1823,0.2768,1.0543,0.9564,Basic Materials,1,39.80855632719405
AMRS,43274000.0,10072000.0,55435000.0,109900000.0,-97836600.0,2781000.0,2286000.0,2286000.0,0.45,-13.5,5271725.0,5226676.0,0.2327,0.8293299999999999,0.6368889999999999,0.053,-2.0731,46699000.0,31730000.0,2167000.0,0.0643,0.0528,43666000.0,118980000.0,216183000.0,341246000.0,-819152000.0,-41139500.0,14969000.0,-84708000.0,-5004000.0,-9831000.0,130921000.0,35179000.0,-89712000.0,3.7643,-0.0184,0.20017300157737,-16.2069,-22.461712,8.3544,8.2794,0.4374,-16.2069,-22.6175,8.3544,-4.80064,40.197,-4.80041,3.7643,0.0146,-6.915212,1.281,-0.3343,210098000.0,359711000.0,-0.0184,-0.9574,2.2457080000000005,1.1399,0.1654,Basic Materials,0,-25.688077461450852
KOP,1555000000.0,211300000.0,116200000.0,178100000.0,33200000.0,1700000.0,-32400000.0,-32400000.0,-1.58,-1.58,20495011.0,20463000.0,0.1359,0.055,0.0262,-0.021,-0.0311,84800000.0,40800000.0,-39400000.0,0.0011,-0.0208,51100000.0,299700000.0,1293900000.0,1210000000.0,18000000.0,70000000.0,44000000.0,35500000.0,-83800000.0,-580000000.0,516100000.0,-31100000.0,-48300000.0,0.3424,-0.4629,1.2017930288276,1.7348,-2.36,2.4972,75.9908,-1.5833,1.7348,-2.36,2.4972,3.4210000000000003,42.956,3.4208,0.3424,-0.0608,-1.0957,0.0747,-1.9045,879000000.0,1386300000.0,-0.4629,-4.0952,-0.0108,-0.6077,-0.669,Basic Materials,0,-29.91551705699925
APOG,771445000.0,165252000.0,124967000.0,124967000.0,40285000.0,39766000.0,27986000.0,27986000.0,0.98,0.95,28841849.0,28483000.0,0.2142,0.08800000000000001,0.0532,0.036000000000000004,0.0143,67575000.0,41025000.0,27986000.0,0.0515,0.0363,28465000.0,193946000.0,569995000.0,213891000.0,228841000.0,356104000.0,26550000.0,52921000.0,-41852000.0,-43974000.0,-17576000.0,-8629000.0,11069000.0,1.2543,0.0786,1.3534241528434,1.858,0.248,0.9994,27.0844,0.9826,1.858,0.248,0.9994,12.502,16.317999999999998,12.5023,1.2543,0.0292,1.891,0.162,-1.5763,464776000.0,320185000.0,0.0786,-1.4694,0.1339,0.4445,0.4692,Basic Materials,1,6.380718343714921
AAON,356322000.0,108263000.0,40562000.0,40257000.0,68006000.0,68246000.0,44158000.0,44158000.0,0.81,0.8,54471469.0,54809319.0,0.3038,0.224,0.1915,0.124,0.1058,79799000.0,68246000.0,44158000.0,0.1915,0.1239,33330000.0,91922000.0,226974000.0,52915000.0,173843000.0,174059000.0,11553000.0,53518000.0,-15808000.0,-6029000.0,-37622000.0,9867000.0,37710000.0,3.4228,0.2537,1.5698802506013998,0.9764,0.688,0.6081,6.5011,0.8057,0.9764,0.688,0.6081,3.176,4.141,3.1757,3.4228,0.0362,1.212,0.1138,-1.3683,226974000.0,150931000.0,0.2537,-0.2884,0.2057,0.2123,0.2182,Basic Materials,1,6.843382873799679
AKG,0.0,0.0,12025000.0,16432000.0,-16432000.0,-24993000.0,-22642000.0,-22642000.0,0.14,0.14,85054338.0,164415743.0,0.0,-0.1579651840036317,0.0,-0.2929777215783208,0.0,-24750000.0,-24904000.0,-22642000.0,0.0,0.0,228680000.0,249108000.0,481102000.0,97523000.0,-164922000.0,383579000.0,154000.0,-22842000.0,-64523000.0,20193000.0,58995000.0,54079000.0,-87365000.0,0.0,-0.059,0.0,-0.1389,-0.303,1.3909,0.0,-0.1377,-0.1389,-0.303,1.3909,2.333,2.926,2.333,0.0,0.0909,1.0088,0.0,-8.70119,481102000.0,294515000.0,-0.059,-0.3924,0.0,-3.684956,-0.322,Basic Materials,0,-1.3513500451867635
