,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,ROE,Gross Profit Growth,Operating Income Growth,Operating Cash Flow growth,Sector,Class,2016 PRICE VAR [%]
CDTX,0.0,0.0,8838000.0,32313000.0,-32313000.0,-32193000.0,-32193000.0,-32193000.0,-3.25,-3.25,13719665.0,9920382.0,0.0,0.0,0.0,-31612000.0,-32073000.0,-32193000.0,0.0,0.0,62562000.0,107514000.0,108218000.0,1684000.0,109974000.0,5974000.0,6062000.0,-45497000.0,103912000.0,2879000.0,461000.0,-25959000.0,-1170000.0,-46088000.0,111813000.0,39766000.0,-27129000.0,0.0,-0.3098,0.0,16.244812767038255,14.917640943415817,9.051665911397375,0.0,-0.1894,0.8064,-2.5380000000000003,109974000.0,102156000.0,41438000.0,-0.3098,0.0,-1.7801,-2.3669,Healthcare,0,-38.57058812130782
MEIP,0.0,0.0,8948000.0,32771000.0,-32771000.0,-32693000.0,-32694000.0,-32694000.0,-1.16,-1.16,34155997.0,28204000.0,0.0,0.0,0.0,-32629000.0,-32693000.0,-32694000.0,0.0,0.0,63779000.0,63779000.0,64281000.0,68000.0,64750000.0,4959000.0,4959000.0,-156139000.0,59791000.0,4096000.0,64000.0,-28069000.0,-15000.0,-10056000.0,43070000.0,4945000.0,-28084000.0,0.0,-0.5468,0.0,12.962,12.86126235128,9.051665911397375,0.0,-0.6784,0.8585,-0.2344,64349000.0,59322000.0,-1806811.94,-0.5468,0.0,-0.2036,-0.4431,Healthcare,0,-13.772449447586279
XENT,61593000.0,49305000.0,59637000.0,76245000.0,-26940000.0,-26634000.0,-26634000.0,-26634000.0,-1.02,-1.02,28012859.0,26159000.0,0.8005,-0.4324,-0.3509,-25808000.0,-26634000.0,-26634000.0,-0.4324,-0.4324,34809000.0,124300000.0,141212000.0,3183000.0,144635000.0,13070000.0,14404000.0,-123255000.0,130231000.0,11162000.0,826000.0,-20087000.0,-1524000.0,-56669000.0,98162000.0,21406000.0,-21611000.0,10.2331,-0.2045,0.42585128081032,10.804,10.387758224943001,2.6632746748278,10.2331,-0.0453,0.7542,-1.845,144635000.0,126808000.0,96756000.0,-0.2045,0.7383,-0.4902,-0.1188,Healthcare,0,-42.897592843275255
TCON,7904000.0,7904000.0,5691000.0,31371000.0,-23467000.0,-24410000.0,-24410000.0,-24441000.0,-20.924000000000003,-20.888,1412343.8999999997,1111565.0,1.0,-2.9715,-2.4405,-23436000.0,-23487000.0,-24410000.0,-3.0883,-3.0883,41373000.0,52156000.0,53306000.0,173000.0,53522000.0,14175000.0,22544000.0,-58590000.0,30978000.0,4516000.0,51000.0,-19163000.0,-127000.0,-10917000.0,36453000.0,6373000.0,-19290000.0,14.234000000000002,-0.7879999999999999,0.14767759052351995,3.761,3.6794356261023,2.9187301587302,14.234000000000002,-0.2381,0.7841,-2.4902,53522000.0,30762000.0,6816000.0,-0.7879999999999999,1.1968,-2.7979,-3.2182830000000004,Healthcare,0,-46.564883717873144
NERV,0.0,0.0,7576256.0,26109619.0,-26109619.0,-27081632.0,-27081632.0,-27081632.0,-1.16,-1.16,24721143.0,23412181.0,0.0,0.0,0.0,-26011286.0,-26028562.0,-27081632.0,0.0,0.0,14364054.0,32284686.0,33480822.0,26170.0,82576391.0,5319963.0,27256834.0,-101812862.0,55319557.0,2524638.0,17276.0,-24269419.0,0.0,-18329588.0,38337359.0,-4261648.0,-24269419.0,0.0,-0.4895,0.0,6.292999999999998,6.068592206374401,2.7000289287726003,0.0,-0.1911,0.8962,0.0,67706992.0,6223988.0,57960842.0,-0.4895,0.0,0.5242,0.3251,Healthcare,1,99.82992808355095
NYMX,2761000.0,2601000.0,11612000.0,20262000.0,-17661000.0,-17894000.0,-17894000.0,-17894000.0,-0.48,-0.48,35872445.0,37403000.0,0.942,-6.3962,-1.3593,-17654000.0,-17660000.0,-17894000.0,-6.481,-6.481,479079.99999999994,600313.2000000001,5005400.0,3000.0,12509180.0,3060000.0,3060000.0,-117981000.0,-2353000.0,0.0,6000.0,-3753000.0,0.0,0.0,3495000.0,-258000.0,-3753000.0,42.6156,0.9968170000000012,2.4435199560559515,0.226,0.21339869281046,0.12222222222222,42.6156,-0.1463,0.2097,0.0,8934959.84,-2368000.0,-1806811.94,0.9972699999999972,-0.063,-2.738,0.3196,Healthcare,0,-13.029311584588154
MYO,690000.0,445000.0,3979000.0,4223174.0,-3534000.0,-3730000.0,119148720.188958,-4482000.0,-4.49,-4.49,1412343.8999999997,85879803.80823608,0.6449,-5.121,-1.4404800849673205,326139282.32076323,-3533503.0,126373968.49950333,-5.4058,-1.8441733720646258,1043000.0,1043000.0,5005400.0,27000.0,12509180.0,1493330.47,2847000.0,-19258000.0,-13902000.0,447350.0,5000.0,-3335000.0,-28000.0,-28000.0,1980000.0,-1382000.0,169406390.95887697,57.173,-0.2600150245499181,0.4572564612326,1.4497354497353998,1.226455026455,1.1037037037037,57.173,-0.6554,0.7441,-5.6,8934959.84,-1477000.0,2289345938.1179876,-0.26037000000000016,0.21496081967213115,-0.4010409836065574,-0.2641288524590165,Healthcare,1,28.061221510804984
FCSC,492000.0,0.0,11285000.0,37177000.0,-37407000.0,-34453000.0,-34453000.0,-34453000.0,-12.3,-12.75,2926583.0,2811890.0,0.0,-8.029208,-6.654591,-33686000.0,-34453000.0,-34453000.0,-8.169624,-8.094699,29268000.0,29268000.0,30994000.0,1582000.0,36712000.0,15365000.0,22509000.0,-147171000.0,14203000.0,4146000.0,767000.0,-24106000.0,-245000.0,-245000.0,16124000.0,-8227000.0,-24351000.0,71.69306799999998,-1.607726,0.013401612551754,2.017,1.9048486820696,1.9048486820696,71.69306799999998,-0.1802,0.6997,-0.3194,32576000.0,8485000.0,-1806811.94,-1.60826,0.8921,-0.2488,-0.0812,Healthcare,0,-85.58352498961214
BLCM,282000.0,282000.0,12672000.0,49417000.0,-49135000.0,-48548000.0,-48548000.0,-48548000.0,-1.84,-1.84,26501110.0,26346603.0,1.0,-8.029208,-6.654591,-47337000.0,-48536000.0,-48548000.0,-8.169624,-8.094699,70241000.0,94061000.0,96890000.0,6882000.0,160406000.0,7445000.0,8389000.0,-161492000.0,152017000.0,5326000.0,1199000.0,-35726000.0,-5421000.0,-86453000.0,818000.0,-121361000.0,-41147000.0,71.69306799999998,-0.3194,0.0017580389760982,13.014,12.69321692411,9.051665911397375,71.69306799999998,-0.0908,0.7359,-4.5213,160406000.0,88501000.0,82851000.0,-0.3194,-0.7531,0.1505,0.3766,Healthcare,0,-28.31579007600483
RGNX,7588000.0,6085000.0,11912000.0,29222000.0,-23137000.0,-22811000.0,-22811000.0,-22811000.0,-2.59,-2.59,26313471.0,9173000.0,0.8019,-3.0036,-3.036,-22711000.0,-22791000.0,-22811000.0,-3.0062,-3.0062,54116000.0,114141000.0,118148000.0,538000.0,221380000.0,4339000.0,4572000.0,-51620000.0,216808000.0,3325000.0,80000.0,-22515000.0,-522000.0,-163800000.0,239310000.0,52995000.0,-23037000.0,57.5651,-0.1052,0.034275905682537,16.244812767038255,14.917640943415817,9.051665911397375,57.5651,-0.156,0.987,-6.525,221380000.0,113576000.0,162925000.0,-0.1052,0.1901,-4.8502,-3.2182830000000004,Healthcare,1,9.117642570944396
MBRX,0.0,0.0,870456.5655139999,3841463.1399999997,-465348.0,-365811.0,-365811.0,-365811.0,-0.03,-0.03,8833298.0,6606328.0,0.0,0.0,0.0,95168.0,83832.0,-365811.0,0.0,0.0,479079.99999999994,600313.2000000001,5005400.0,0.0,12509180.0,1493330.47,2492575.22,-748360.0,-744699.0,0.0,11336.0,-724910.0,0.0,232300.0,0.0,-492610.0,-724910.0,0.0,0.4912,0.0,0.03600406727657641,0.036350108050052,0.036350108050052,0.0,-0.0578,1.9817,0.0,8934959.84,-744699.0,-322790.0,0.4912,0.0,0.7179,0.4647,Healthcare,0,-71.50000035762788
AFMD,8210640.607999999,8210640.607999999,8195439.7394,32091205.2117,-23880564.6037,-21975027.1444,-21975027.1444,-21975027.1444,-0.7709,-0.7709,26041441.911,26041441.911,1.0,-2.8224,-2.4121,-22808903.3659,-23173724.2128,-21975027.1444,-2.6764,-2.6764,83322475.57,83322475.57,85054288.8165,993485.342,86125950.0543,9711183.4962,13081433.2248,-130540716.6124,73044516.8295,3287730.7274,364820.8469,-19534201.9544,-270358.3062,-300760.0434,58086862.1064,37661237.785,-19804560.2606,22.5823,-0.3008,0.095332946723066,9.5092,8.682356887293201,8.5800536672594,22.5823,-0.1083,0.8889,-0.7411,86047774.1585,71972855.5917,-1806811.94,-0.3008,1.0053,-1.3046,-0.5594,Healthcare,0,-73.09417134647764
EIGR,0.0,0.0,4855000.0,12972000.0,-12972000.0,-13322000.0,-13322000.0,-13322000.0,-20.924000000000003,-20.888,1595199.0,855163.7999999999,0.0,0.0,0.0,-12961000.0,-12972000.0,-13322000.0,0.0,0.0,4778000.0,4778000.0,5495000.0,41000.0,12509180.0,8390000.0,10734000.0,-29271000.0,-5152000.0,1006000.0,11000.0,-9134000.0,-45000.0,-45000.0,13180000.0,4001000.0,-9179000.0,0.0,0.9968170000000012,0.0,0.655,0.5694874851013101,0.5694874851013101,0.0,-1.3646630000000002,0.6856,-4.0909,8934959.84,-5239000.0,-1806811.94,0.9972699999999972,0.0,-4.8502,-3.2182830000000004,Healthcare,0,-47.16553278174482
ATRC,129755000.0,92875000.0,93853000.0,119595000.0,-26720000.0,-27176000.0,-27212000.0,-27212000.0,-0.97,-0.97,32216424.0,28058000.0,0.7158,-0.2072,-0.2454,-20606000.0,-26884000.0,-27212000.0,-0.2094,-0.2097,23764000.0,34578000.0,74752000.0,31279000.0,273092000.0,31588000.0,86407000.0,-165636000.0,186685000.0,18844000.0,6278000.0,-7842000.0,-23997000.0,-10501000.0,13961000.0,-4620000.0,-31839000.0,5.5716,-0.1458,0.47513292223866,2.366,1.7090983917943998,0.7523110041788,5.5716,-0.0432,0.2882,-3.8224,114060000.0,-11655000.0,72418000.0,-0.1458,0.2261,-0.6333,0.6369,Healthcare,0,-7.514178469062463
CKPT,590000.0,590000.0,2488000.0,13811000.0,-13221000.0,-13892000.0,-13892000.0,-13892000.0,-1.41,-1.41,24045876.0,9855668.0,1.0,-8.029208,-1.878,-13657000.0,-13657000.0,-13892000.0,-8.169624,-8.094699,50418000.0,50418000.0,50654000.0,0.0,50654000.0,1790000.0,4258000.0,-13892000.0,46396000.0,0.0,0.0,-1108000.0,0.0,-2525000.0,54051000.0,50418000.0,-1108000.0,56.2608,-0.2994,0.011647648754293995,16.244812767038255,14.917640943415817,9.051665911397375,56.2608,-0.272,0.0798,0.0,50654000.0,46396000.0,914000.0,-0.2994,0.21496081967213115,-0.4010409836065574,-0.2641288524590165,Healthcare,1,60.0
SRDX,61898000.0,53279000.0,14906000.0,34190000.0,19089000.0,18241000.0,11947000.0,11947000.0,0.92,0.9,12932028.0,13029000.0,0.8608,0.2947,0.213,21046000.0,18241000.0,11947000.0,0.2947,0.193,55588000.0,55588000.0,67789000.0,12968000.0,98710000.0,4700000.0,6837000.0,88161000.0,91873000.0,3840000.0,2805000.0,15021000.0,-1835000.0,16694000.0,-19638000.0,12077000.0,13186000.0,4.5629,0.13,0.62706919258434,14.423,13.41829787234,9.051665911397375,4.5629,0.0421,1.2573,-0.6542,87940000.0,60952000.0,27652000.0,0.13,0.078,0.0276,-0.1739,Healthcare,1,33.75460729157596
OCUL,1750000.0,1431000.0,13017000.0,39628000.0,-38197000.0,-39748000.0,-39748000.0,-39748000.0,-1.71,-1.71,24734187.0,23244162.0,0.8177,-8.029208,-6.654591,-37270000.0,-38024000.0,-39748000.0,-8.169624,-8.094699,31012000.0,105292000.0,106983000.0,3095000.0,110306000.0,5378000.0,20718000.0,-129176000.0,89588000.0,3421000.0,754000.0,-33743000.0,-1771000.0,-38569000.0,65703000.0,-6609000.0,-35514000.0,71.69306799999998,-0.4437,0.015864957481914,16.244812767038255,14.917640943415817,5.7664559315731,71.69306799999998,-0.1825,0.8489,-2.3488,110306000.0,86265000.0,89188000.0,-0.4437,1.1013,-0.4098,-0.6463,Healthcare,0,-5.955053434695702
EPZM,2560000.0,2560000.0,23900000.0,135109000.0,-132549000.0,-132376000.0,-132376000.0,-132376000.0,-3.32,-3.32,41703345.0,39839000.0,1.0,-8.029208,-6.654591,-130957000.0,-132376000.0,-132376000.0,-8.169624,-8.094699,208323000.0,208323000.0,213063000.0,4089000.0,217903000.0,18449000.0,48371000.0,-243461000.0,169532000.0,13235000.0,1419000.0,-72925000.0,-183000.0,-40183000.0,131336000.0,18228000.0,-73108000.0,71.69306799999998,-0.7808,0.01174834674144,11.549,11.306032847309,9.051665911397375,71.69306799999998,-0.2072,0.5509,-0.129,217903000.0,164692000.0,-1806811.94,-0.7808,-0.7531,-1.4078,-1.0622,Healthcare,0,-20.811514444202906
ADRO,72979000.0,72979000.0,27805000.0,86543000.0,-13564000.0,-39308000.0,-39209000.0,-39209000.0,-0.88,-0.88,63224033.0,44706393.0,1.0,-0.5454,0.570911,-39079000.0,-39802000.0,-39209000.0,-0.5386,-0.5373,150456000.0,415654000.0,424504000.0,3986000.0,481825000.0,31066000.0,220203000.0,-100852000.0,261622000.0,25980000.0,723000.0,154810000.0,-2174000.0,-297988000.0,174178000.0,31000000.0,152636000.0,24.3786,-0.1499,0.15146370570228,13.665,13.535698190948,4.8431082212065,24.3786,-0.0313,-3.9483,-3.0069,443956000.0,204301000.0,262434000.0,-0.1499,1.7961,0.2905,5.115931999999994,Healthcare,0,-57.367241151425155
PLX,4364000.0,3634000.0,7279000.0,27304000.0,-23670000.0,58037000.0,58037000.0,58037000.0,0.61,0.61,99808238.0,94922390.0,0.8327,0.6085962485875699,-5.6703,64142000.0,61772000.0,58037000.0,0.57771,0.4685579999999999,76374000.0,76374000.0,85881000.0,9744000.0,97253000.0,11235000.0,86380000.0,-183291000.0,10873000.0,2072000.0,2370000.0,-24284000.0,-461000.0,39387000.0,6635000.0,21607000.0,-24745000.0,23.3282,0.9968170000000012,0.044872651743391,7.644,6.797863818424599,6.797863818424599,23.3282,0.16460299999999994,-0.4184,-0.1945,97253000.0,-499000.0,81741000.0,0.9972699999999972,0.2561,0.1712,0.1707,Healthcare,0,-55.44554623724508
CFRX,0.0,0.0,10060825.0,25065337.0,-25065337.0,-25120964.0,-25120964.0,-25120964.0,-1.08,-1.08,27482642.0,23328922.0,0.0,0.0,0.0,-24583620.0,-25120964.0,-25120964.0,0.0,0.0,9972781.0,32921653.0,34098548.0,1618968.0,35861137.0,3769184.0,5185627.0,-117579411.0,30675510.0,2251767.0,537344.0,-22182601.0,-8157.0,-21600084.0,28033013.0,-15749672.0,-22190758.0,0.0,-0.8189,0.0,9.047,8.7344244802058,2.6458726875631,0.0,-0.2274,0.883,-0.0152,35861137.0,28912921.0,22119172.0,-0.8189,0.0,-0.48,-0.4923,Healthcare,0,-60.47877121604999
ENSG,1341826000.0,185356000.0,64163000.0,92274000.0,93082000.0,90614000.0,55432000.0,55432000.0,1.1,1.06,51305490.0,50316000.0,0.1381,0.0696,-0.0199,121553000.0,93442000.0,55917000.0,0.0675,0.0413,41569000.0,43573000.0,279567000.0,299633000.0,747759000.0,179866000.0,320774000.0,193420000.0,427324000.0,143217000.0,28111000.0,33369000.0,-60008000.0,-168538000.0,126330000.0,-8839000.0,-26639000.0,0.8094,0.1297,1.7944631893431002,1.554,1.4043732556459,0.23111093814284,0.8094,0.052000000000000005,0.602,-2.1347,642796000.0,-41207000.0,521032000.0,0.1297,0.1863,0.2764,-0.6069,Healthcare,1,3.138401087832529
RWLK,3746000.0,214000.0,19451000.0,25388000.0,-25174000.0,-25362000.0,-25415000.0,-25415000.0,-20.924000000000003,-20.888,1412343.8999999997,855163.7999999999,0.0571,-6.7202,-6.654591,-24736000.0,-25174000.0,-25415000.0,-6.7704,-6.7846,17869000.0,17869000.0,23776000.0,1328000.0,25574000.0,4343000.0,4654000.0,-73989000.0,20920000.0,1869000.0,438000.0,-25180000.0,-584000.0,1083000.0,137000.0,-23960000.0,-25764000.0,46.2706,-1.2149,0.14647689059201,5.475,4.6085655077136,4.1144370250979,46.2706,-0.1451,0.9908,-1.3333,25574000.0,19122000.0,3362000.0,-1.2149,1.3446,-0.2634,-0.6437,Healthcare,0,-81.19543317662861
TBPH,42126000.0,37469000.0,90203000.0,219368000.0,-181899000.0,-181268000.0,-182219000.0,-182219000.0,-5.34,-5.34,37839185.0,34150000.0,0.8895,-4.303,-4.0712,-143641680.0,-181268000.0,-182219000.0,-4.303,-4.3256,113540000.0,173267000.0,237472000.0,9873000.0,300116000.0,49470000.0,57051000.0,-321556000.0,243065000.0,30666000.0,2989000.0,-80508630.0,-2647000.0,111039000.0,81310000.0,23492000.0,-171504000.0,14.7221,-0.7497,0.1403657252529,4.8,4.253507176066299,2.2951283606226,14.7221,-0.3258,0.9267,-0.8856,300116000.0,180421000.0,137106000.0,-0.7497,1.7961,0.2178,0.036000000000000004,Healthcare,1,96.30541631818993
PAHC,748591000.0,233280000.0,145612000.0,145612000.0,87668000.0,78763000.0,60280000.0,60280000.0,1.55,1.51,39012068.0,38969000.0,0.3116,0.1243,0.065,114672000.0,93068000.0,60280000.0,0.1052,0.0805,29216000.0,29216000.0,313728000.0,104414000.0,493318000.0,111333000.0,463690000.0,-36968000.0,29628000.0,45463000.0,21604000.0,68704000.0,-20058000.0,-34464000.0,-15351000.0,17395000.0,48646000.0,2.0293,0.9968170000000012,1.5174613535286,2.818,1.2603181446651002,0.26241994736511,2.0293,0.0398,1.1397,-0.9284,443424000.0,-149962000.0,592393000.0,0.9972699999999972,0.1412,0.3742,5.115931999999994,Healthcare,1,1.9918208559382964
ALDX,0.0,0.0,4414709.0,11989107.0,-11989107.0,-12090287.0,-12090287.0,-12090287.0,-1.4,-1.4,9712521.0,8633897.0,0.0,0.0,0.0,-11959203.0,-11977981.0,-12090287.0,0.0,0.0,14648866.0,27590642.0,28088194.0,80334.0,28204764.0,2115135.0,3326445.0,-58601884.0,24878319.0,1186429.0,18778.0,-9311753.0,-86119.0,-13036256.0,28469571.0,6121562.0,-9397872.0,0.0,-0.486,0.0,13.28,13.04438818326,6.925735709541,0.0,-0.2065,0.7702,-4.5862,28204764.0,24761749.0,12729619.0,-0.486,0.0,-0.649,-0.9497,Healthcare,0,-19.91017901024165
ONTX,11456000.0,11456000.0,9533000.0,35428000.0,-23972000.0,-23963000.0,-23979000.0,-23979000.0,-20.924000000000003,-20.888,1412343.8999999997,855163.7999999999,1.0,-2.0917,-2.7268,-23813000.0,-23963000.0,-24023000.0,-2.0917,-2.0931,19849000.0,19849000.0,23185000.0,248000.0,23445000.0,7605000.0,12605000.0,-318557000.0,10010000.0,4184000.0,150000.0,-31238000.0,0.0,0.0,7464000.0,-23783000.0,-31238000.0,2.0839,-1.607726,0.48863297078268,3.049,2.8077580539119,2.609993425378,2.0839,-1.0979,1.3027,0.0,23445000.0,10580000.0,-1806811.94,-1.60826,1.7961,0.6239,0.4581,Healthcare,0,-75.32608750937642
JAGX,258381.0,134924.0,6104442.0,12580293.0,-12445369.0,-16291550.0,-16291550.0,-16637924.0,-20.924000000000003,-20.888,1412343.8999999997,855163.7999999999,0.5222,-8.029208,-6.654591,-12969108.0,-12974263.0,-16291550.0,-8.169624,-8.094699,10697531.0,10697531.0,8453782.0,829232.0,12509180.0,3907731.0,8006080.0,-25702328.0,4399097.0,1475370.0,5155.0,-14315863.0,-2700.0,-3002700.0,24170902.0,6852339.0,-14318563.0,70.7522,-1.607726,0.020828481528317,2.1630000000000003,2.7526452051075,2.7375300398108,70.7522,-1.2,0.8604,-0.5238,12405177.0,447702.0,3752842.0,-1.60826,0.0,-0.4966,-1.6713,Healthcare,0,-69.7890300264027
CSII,181544000.0,142024000.0,143684000.0,174661000.0,-32637000.0,-32708000.0,-32822000.0,-32822000.0,-1.04,-1.04,31708745.0,31547711.0,0.7823,-0.1802,-0.2351,-30558000.0,-32708000.0,-32822000.0,-0.1802,-0.1808,83842000.0,85718000.0,133894000.0,32883000.0,171328000.0,29888000.0,31893000.0,-271387000.0,139435000.0,20125000.0,2150000.0,-22357000.0,-20325000.0,-23027000.0,2634000.0,-42750000.0,-42682000.0,4.6198,-0.2354,1.0596283152783,4.48,3.8994914346895,2.8052061027837003,4.6198,-0.0393,0.6812,-7.103100000000001,166817000.0,102001000.0,53087000.0,-0.2354,0.3453,0.0254,0.16699999999999998,Healthcare,1,66.04937730561231
RTIX,282293000.0,149742000.0,107439000.0,125117000.0,24625000.0,23214000.0,14915000.0,11610000.0,0.2,0.2,57787588.0,57611231.0,0.5304,0.0875,-0.031,41228000.0,24706000.0,14915000.0,0.0822,0.0528,12614000.0,12614000.0,191714000.0,84992000.0,380662000.0,59773000.0,142983000.0,-228939000.0,181356000.0,33474000.0,16522000.0,8996000.0,-17740000.0,-18238000.0,6274000.0,-3089000.0,-8744000.0,0.8127,0.0822,0.74158439770715,3.207,1.0014053167818,0.21103173673732,0.8127,0.0504,0.7748,-1.0737,299562000.0,48731000.0,306412000.0,0.0822,0.1192,3.3778,0.3049,Healthcare,0,-12.86863315332411
NEOG,283074000.0,139685000.0,76990000.0,86567000.0,53118000.0,52026000.0,33526000.0,33526000.0,0.6829999999999999,0.675,49389287.0,49389287.0,0.4935,0.1838,0.1207,62675000.0,52026000.0,33576000.0,0.1838,0.1184,66061000.0,114164000.0,231195000.0,44473000.0,392181000.0,25456000.0,41218000.0,215569000.0,350974000.0,11765000.0,10649000.0,43792000.0,-9619000.0,-28455000.0,11033000.0,25386000.0,34173000.0,6.1321,0.0955,0.72179427356246,9.082,6.8106536769327,2.5951052796983,6.1321,0.0194,1.3062,-0.9033,275668000.0,189977000.0,184151000.0,0.0955,0.1394,0.2242,1.021,Healthcare,1,20.79063617024187
GNMX,0.0,0.0,12954000.0,36568000.0,-36568000.0,-37975000.0,-37992000.0,-37992000.0,-1.42,-1.45,32860717.0,26783623.0,0.0,0.0,0.0,-36327000.0,-36567000.0,-37992000.0,0.0,0.0,53064000.0,53064000.0,53811000.0,424000.0,54258000.0,3908000.0,3908000.0,-138130000.0,50350000.0,0.0,240000.0,-24347000.0,-187000.0,-187000.0,44310000.0,19776000.0,-24534000.0,0.0,-0.7546,0.0,13.769,13.578300921187001,9.051665911397375,0.0,-0.2359,0.6408,-0.7792,54258000.0,49903000.0,-1806811.94,-0.7546,0.0,-0.9308,-0.9965,Healthcare,0,-12.351946496126242
GALT,0.0,0.0,6965000.0,20079000.0,-20079000.0,-20027000.0,-20027000.0,-21124000.0,-0.88,-0.88,23929244.0,24120000.0,0.0,0.0,0.0,-20020000.0,-20027000.0,-20027000.0,0.0,0.0,25846000.0,25846000.0,26400000.0,0.0,26408000.0,1493330.47,2492575.22,-140049000.0,18040000.0,845000.0,7000.0,-16983000.0,0.0,0.0,13701000.0,-3282000.0,-16983000.0,0.0,-1.1101,0.0,16.244812767038255,14.917640943415817,9.051665911397375,0.0,-0.5366,0.804,0.0,26400000.0,25040000.0,-806000.0,-1.1101,0.0,-0.3013,-0.3667,Healthcare,0,-39.506171840190376
AUPH,235000.0,223000.0,6263000.0,23931000.0,-23708000.0,-18607000.0,-18607000.0,-18607000.0,-0.58,-0.58,31817989.0,31817989.0,0.9489,-8.029208,-6.654591,-17049000.0,-18607000.0,-18607000.0,-8.169624,-8.094699,5756000.0,15753000.0,16534000.0,36000.0,33567000.0,3617000.0,13604000.0,-257753000.0,19963000.0,284000.0,1558000.0,-17766000.0,-50000.0,-23000.0,839000.0,-16950000.0,-17816000.0,71.69306799999998,-0.9321,0.0070009235260822,4.5710000000000015,4.3682609897705005,1.5913740669063,71.69306799999998,-0.2348,0.9548,-0.0321,16570000.0,2930000.0,7197000.0,-0.9321,-0.0747,-0.4242,-0.0507,Healthcare,0,-12.500007450580304
NK,236000.0,236000.0,227678000.0,239112000.0,-238876000.0,-237177000.0,-236876000.0,-236876000.0,-3.31,-3.31,81220377.0,71519609.0,1.0,-8.029208,-6.654591,-143641680.0,-237177000.0,-236876000.0,-8.169624,-8.094699,175908000.0,294218000.0,297540000.0,5523000.0,366849000.0,6148000.0,10854000.0,-250376000.0,355995000.0,2711000.0,1472000.0,-25305000.0,-2241000.0,-175224000.0,317333000.0,116804000.0,-27546000.0,71.69306799999998,-0.6654,0.00064331645990585,16.244812767038255,14.917640943415817,9.051665911397375,71.69306799999998,-0.191,0.1068,-1.5224,359557000.0,286686000.0,177501000.0,-0.6654,-0.6318,-4.8502,-3.2182830000000004,Healthcare,0,-63.68254101465619
DFFN,0.0,0.0,2522370.0,6406105.0,-6406105.0,-6719222.0,-6719222.0,-6719222.0,-20.924000000000003,-20.888,1412343.8999999997,855163.7999999999,0.0,0.0,0.0,-6397837.0,-6406105.0,-6719222.0,0.0,0.0,1997192.0,1997192.0,5005400.0,51996.0,12509180.0,1493330.47,2492575.22,-42152618.0,-41623.0,621669.0,8268.0,-5185328.0,-40291.0,2459709.0,2386292.0,-339327.0,-5225619.0,0.0,0.9968170000000012,0.0,1.389,1.3574261813298,1.3574261813298,0.0,-0.256,0.7717,-4.8731,8934959.84,-275106.0,51706.0,0.9972699999999972,0.0,0.5616,0.4258,Healthcare,0,-78.05825143956058
VIVE,1447000.0,462000.0,7464000.0,12452000.0,-11990000.0,-12426000.0,-12426000.0,-12426000.0,-20.924000000000003,-20.888,1412343.8999999997,855163.7999999999,0.3193,-8.029208,-6.654591,-11934000.0,-12011000.0,-12426000.0,-8.169624,-8.094699,7360000.0,7360000.0,10730000.0,239000.0,12509180.0,7171000.0,7171000.0,-48511000.0,3936000.0,1293000.0,77000.0,-12195000.0,-109000.0,-109000.0,18769000.0,6465000.0,-12304000.0,29.9841,-1.607726,0.13027820293509,1.496,1.1090503416539,1.0263561567424,29.9841,-0.3654,0.9814,-1.4156,11107000.0,3559000.0,1022000.0,-1.60826,1.7961,-1.1176,-1.0356,Healthcare,0,-17.467948717948715
